club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
FC St. Pauli,1986-06-30,Willi Reimann,Senior,2. Bundesliga,2,True,0.8,
St. Pauli Yth.,1982-03-20,,,,,,,"9 validation errors for Spells
club_name
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
team_level
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
manager
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
end_of_spell
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
start_of_spell
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
league
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
tier
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
sacked
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
probability_of_sacking_true
  Field required [type=missing, input_value={'$schema': 'http://json-...of_sacking_true': 0.8}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing"
M'gladbach II,2010-06-30,Horst Köppel,Reserve,Regionalliga West,4,False,,
M'gladbach U17,2005-04-17,Horst Köppel,Youth,U-17 Bundesliga West,Youth Tier 1,False,,
Eintracht Trier,1996-03-25,Werner Kern,Senior,2. Bundesliga,2,True,0.8,
VfB Oldenburg,1995-05-09,Wolfgang Sidka,Senior,2. Bundesliga,2,True,0.8,
SV Lurup,1993-06-30,Willi Reimann,Senior,Oberliga Nord,3,True,0.8,
FC St. Pauli,1992-03-29,Seppo Eichkorn,Senior,2. Bundesliga,2,True,0.85,
Bay. Uerdingen,1990-11-25,Felix Latzke,Senior,2. Bundesliga,2,True,0.85,
Bay. Uerdingen,1987-12-07,Felix Latzke,Senior,2. Bundesliga,2,True,0.85,
Paderborn,1987-06-30,Günter Exner,Senior,Oberliga Westfalen,3,True,0.8,
FC St. Pauli,1982-03-20,Jürgen Löw,Senior,2. Bundesliga,2,True,0.8,
Holstein Kiel,1979-06-30,Gerd Kollmann,Senior,2. Bundesliga Nord,2,True,0.8,
Hamburger SV,1979-06-30,Branko Zebec,Senior,Bundesliga,1,True,0.8,
FC St. Pauli,1976-06-30,Kurt Krause,Senior,2. Bundesliga,2,True,0.8,
Arm. Hannover,1974-06-30,Helmut Kronsbein,Senior,Bundesliga,1,True,0.8,
FC St. Pauli,1967-06-30,Wilhelm Hemp,Senior,Regionalliga Nord,2,False,,
Altona 93,1965-04-24,Kurt Krause,Senior,Oberliga Nord,1,True,0.8,
Arm. Hannover,1983-06-30,Hannes Bongartz,Senior,Bundesliga,1,True,0.8,
OSV Hannover,1982-03-08,Willi Kurth,Senior,2. Bundesliga,2,True,0.85,
FC St. Pauli,1974-06-30,Kurt Krause,Senior,Regionalliga Nord,2,True,0.8,
Hannover 96,1968-06-30,Helmut Kronsbein,Senior,Bundesliga,1,True,0.8,
SV Lurup,1981-11-19,Willi Kurth,Senior,Oberliga Nord,3,True,0.85,
VfB Lübeck,1975-06-30,Willi Multhaup,Senior,Regionalliga Nord,2,False,,
Holstein Kiel,1974-02-15,Eitel Gersdorff,Senior,Regionalliga Nord,2,True,0.8,
FC St. Pauli,1972-06-30,Kurt Krause,Senior,Regionalliga Nord,2,True,0.8,
Barmbek-U.,1971-06-30,Willi Kurth,Senior,Regionalliga Nord,2,False,,
Barmbek-U.,1967-06-30,Willi Multhaup,Senior,Bundesliga,1,True,0.8,
E. Garstedt,1963-06-30,Gösta Nordahl,Senior,Division 3,Third Tier,False,,
Bad Kreuznach,1977-01-31,Helmut Richert,Senior,Oberliga Südwest,3,True,0.8,
B. Neunkirchen,1975-05-04,Helmut Schneider,Senior,Regionalliga Südwest,2,True,0.8,
VfL Osnabrück,1973-06-30,Kurt Krause,Senior,Regionalliga Nord,2,False,,
FC St. Pauli,1971-06-30,Kurt Krause,Senior,Regionalliga Nord,2,True,0.8,
FC St. Pauli,1968-06-30,Kurt Krause,Senior,Regionalliga Nord,2,True,0.8,
VfV Hildesheim,1964-06-30,Heinz Ludewig,Senior,Oberliga Nord,1,True,0.8,
FC St. Pauli,1963-06-30,Wilhelm Hemp,Senior,Oberliga Nord,1,True,0.8,
FC St. Pauli,1965-06-30,Wilhelm Hemp,Senior,Regionalliga Nord,2,False,,
VfR Neumünster,1958-06-30,Fritz Langner,Senior,Oberliga Nord,1,True,0.8,
FC St. Pauli,1952-09-30,Heinrich Schütz,Senior,Oberliga Nord,1,True,0.8,
TSV Braunschweig,1949-06-30,Fritz Langner,Senior,Oberliga Nord,1,False,,
FC St. Pauli,1948-06-30,Hannes Kirk,Senior,Oberliga Nord,1,False,,
Hannover 96,2025-06-30,Stefan Leitl,Senior,2. Bundesliga,2,True,0.8,
Greuther Fürth,2022-06-30,Stefan Leitl,Senior,2. Bundesliga,2,True,0.8,
FC Ingolstadt,2018-09-22,Cory Bauer,Senior,2. Bundesliga,2,True,0.85,
FC Ingolstadt,2017-09-21,Lukas Kwasniok,Senior,2. Bundesliga,2,True,0.85,
Ingolstadt II,2017-08-22,Tobias Schweinsteiger,Reserve,Regionalliga Bayern,4,False,,
Ingolstadt U17,2014-09-15,Ralph Hasenhüttl,Youth,U17 Bundesliga,1,False,,
RW Essen,2024-06-30,Christian Titz,Senior,3. Liga,Third Tier,True,0.8,
Hannover 96,2022-06-30,Jan Zimmermann,Senior,2. Bundesliga,2,True,0.85,
Hannover 96,2021-12-20,Jan Zimmermann,Senior,2. Bundesliga,2,True,0.85,
Hannover 96 II,2021-11-30,Niko Zimmermann,Reserve,Regionalliga Nord,4,True,0.8,
Hannover 96 U19,2018-06-30,Daniel Stendel,Youth,U19 Bundesliga,1,False,,
Hannover 96 U17,2015-06-30,Daniel Stendel,Youth,Under 17 Bundesliga,1,False,,
Hannover 96 II,2015-06-30,Michael Frontzeck,Reserve,Regionalliga Nord,4,False,,
B. Dortmund II,2024-06-30,Edin Terzić,Reserve,3. Liga,Third Tier,False,,
Hannover 96,2021-11-29,Jan Zimmermann,Senior,2. Bundesliga,2,True,0.85,
TSV Havelse,2021-06-30,Sören Gomez,Senior,Regionalliga Nord,4,False,,
G. Egestorf/L.,2018-10-23,Oliver Zapfel,Senior,Regionalliga Nord,4,True,0.85,
G. Egestorf/L.,2014-06-30,Thomas Schulz,Senior,Regionalliga Nord,4,False,,
Hannover 96,2021-06-30,Jan Zimmermann,Senior,2. Bundesliga,2,True,0.85,
SV Sandhausen,2018-10-08,Kenan Kocak,Senior,2. Bundesliga,2,True,0.85,
Waldh. Mannheim,2016-07-03,Kenan Kocak,Senior,3. Liga,Third Tier,True,0.85,
VfR Mannheim,2013-06-30,Rudolf Bommer,Senior,Regionalliga Südwest,4,False,,
VfR Mannheim,2010-11-30,Uwe Rapolder,Senior,Regionalliga Süd,4,True,0.85,
T. Mannheim,2010-06-30,Uwe Rapolder,Senior,Regionalliga Süd,4,False,,
Waldh. Mannheim,2009-06-30,Reiner Hollich,Senior,3. Liga,Third Tier,True,0.85,
Waldh. Mannheim,2023-06-30,Patrik Glöckner,Senior,3. Liga,Third Tier,True,0.8,
Hannover 96,2019-11-13,Mirko Slomka,Senior,Bundesliga,1,True,0.85,
SC Paderborn,2017-06-30,Stefan Effenberg,Senior,2. Bundesliga,2,True,0.85,
Bonner SC,2008-06-30,Dirk Schuster,Senior,Regionalliga Nord,4,True,0.8,
Bonner SC,2006-09-28,Christoph John,Senior,Regionalliga Nord,3,True,0.85,
LR Ahlen,2004-06-30,Frank Geideck,Senior,2. Bundesliga,2,True,0.8,
Women's footbal,2026-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Arsenal Women"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Jonas Eidevall"",\n    ""end_of_spell"": ""2026-06-30"",\n    ""start_of_spell"": ""2021-06-28"",\n    ""league"": ""Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.2\n  },\n  {\n    ""club_name"": ""Aston Villa Women"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Carla Ward"",\n    ""end_of_spell"": ""2026-06-30"",\n    ""start_of_spell"": ""2020-05-22"",\n    ""league"": ""Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Everton Women"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Brian Sørensen"",\n    ""end_of_spell"": ""2026-06-30"",\n    ""start_of_spell"": ""2022-01-01"",\n    ""league"": ""Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.4\n  }'}}"
07 Vestur,2023-07-01,Jógvan Nordlund,Senior,Faroe Islands Premier League,1,False,0.2,
Vendsyssel FF,2021-06-30,Johan Lædre Bjørdal,Senior,Danish 1st Division,2,False,,
Aarup BK,2020-12-14,Morten Bruun,Senior,Danmarksserien,4,True,0.8,
FC Svendborg,2016-12-31,Morten Kühle,Senior,Danish 2nd Division,3,True,0.8,
Nest-Sotra IL,2015-05-12,Jan Åge Fjørtoft,Senior,2. divisjon,Third tier,True,0.8,
Vålerenga,2014-12-31,Kjetil Rekdal,Senior,Tippeligaen,1,True,0.8,
Vestsjaelland,2011-06-30,Ove Pedersen,Senior,Danish Superliga,1,True,0.8,
Vestsjaelland,2010-02-16,Ove Pedersen,Senior,Danish Superliga,1,True,0.85,
Slagelse,2008-06-30,Poul Hansen,Senior,Danish 1st Division,2,True,0.8,
1.FC K'lautern,2007-11-07,Bernhard Trares,Senior,2. Bundesliga,2,True,0.85,
Hannover 96 II,2007-04-04,Frank Schaefer,Reserve,Regionalliga Nord,4,False,,
Hannover 96,2006-09-18,Peter Neururer,Senior,Bundesliga,1,True,0.85,
Hannover 96,2006-09-07,Peter Neururer,Senior,Bundesliga,1,True,0.85,
Hannover 96,2006-09-01,Peter Neururer,Senior,Bundesliga,1,True,0.85,
Herfölge BK,2005-11-09,Johnny Petersen,Senior,Danish Superliga,1,True,0.8,
K'lautern U17,2004-06-30,Jürgen Luginger,Youth,U17 Bundesliga,1,False,,
Slovacko,2018-10-16,Svatopluk Habanec,Senior,Czech First League,1,True,0.85,
Slovacko,2017-09-14,Svatopluk Habanec,Senior,Czech First League,1,True,0.85,
Flamurtari FC,2015-10-30,Gugash Magani,Senior,Albanian Superliga,1,True,0.8,
Slask Wroclaw,2014-02-24,Stanislav Levy,Senior,Ekstraklasa,1,True,0.8,
KF Skënderbeu,2012-07-27,Shpëtim Duro,Senior,Albanian Superliga,1,True,0.8,
Tescoma Zlin,2008-12-19,Petr Uličný,Senior,Czech First League,1,True,0.85,
Viktoria Plzen,2008-04-22,Pavel Vrba,Senior,Czech First League,1,True,0.8,
Slovacko,2006-06-30,Ladislav Škorpil,Senior,Czech First League,1,True,0.8,
Viktoria Zizkov,2004-12-31,Zdenek Svoboda,Senior,Czech First League,1,True,0.8,
Saarbrücken,2003-11-09,Dragoslav Stepanović,Senior,2. Bundesliga,2,True,0.85,
Saarbrücken,2003-11-04,Lars Schmidt,Senior,2. Bundesliga,2,True,0.85,
Hannover 96,2001-06-30,Stefan Emmerling,Senior,2. Bundesliga,2,True,0.85,
TeBe Berlin,1999-03-20,Wolfgang Sidka,Senior,Regionalliga Nordost,3,True,0.85,
TeBe Berlin,1996-10-20,Wolfgang Sidka,Senior,Regionalliga Nordost,3,True,0.8,
Al-Ahli,2019-09-15,Jorge Jesus,Senior,Saudi Pro League,1,True,0.85,
Persepolis,2019-06-30,Branko Ivanković,Senior,Iran Pro League,1,False,,
Dinamo Zagreb,2013-10-22,Krunoslav Jurčić,Senior,1. HNL,1,True,0.85,
Al-Wahda FC,2013-04-28,Branko Ivanković,Senior,UAE Pro League,1,True,0.8,
Al-Ettifaq,2012-04-30,Branko Ivanković,Senior,Saudi Pro League,1,True,0.8,
SD Luneng,2011-05-07,Branko Ivanković,Senior,Chinese Super League,1,True,0.8,
Dinamo Zagreb,2008-11-24,Branko Ivanković,Senior,Prva HNL,1,True,0.85,
Dinamo Zagreb,2008-01-14,Josip Kuže,Senior,Prva HNL,1,True,0.85,
Hannover 96,2000-02-20,Franz Gerber,Senior,2. Bundesliga,2,True,0.85,
HNK Rijeka,1997-12-31,Nenad Gračan,Senior,Prva HNL,1,True,0.8,
Bedworth United,1996-06-30,Benny Pace,Senior,Southern Football League,7,True,0.8,
Varteks,1995-06-30,Branko Ivanković,Senior,Prva HNL,1,False,,
VfV Hildesheim,2017-05-20,André Breitenreiter,Senior,Regionalliga Nord,4,False,,
VfV Hildesheim,2016-06-30,André Breitenreiter,Senior,Regionalliga Nord,4,False,,
BSV Rehden,2012-06-30,Thomas Richter,Senior,Regionalliga Nord,4,False,,
TSV Havelse,2010-12-16,Thomas von Heesen,Senior,Regionalliga Nord,4,True,0.85,
Hannover 96 U19,2004-06-30,Horst Witzler,Youth,U19 Bundesliga,1,False,,
Hannover 96,1996-06-30,Ewald Lienen,Senior,2. Bundesliga,2,True,0.8,
Hannover 96 II,1996-03-25,Ewald Lienen,Reserve,Oberliga Nord,3,True,0.8,
TSV Havelse,1993-01-15,Eckhard Krautzun,Senior,2. Bundesliga,2,True,0.8,
Hannover 96,1995-06-18,Ewald Lienen,Senior,Bundesliga,1,True,0.85,
Hannover 96 II,1995-06-30,Ewald Lienen,Reserve,Oberliga Nord,3,False,,
Pattensen Yth.,2021-06-30,Thomas Schmitt,Youth,Landesliga Hannover,6,False,,
Hannover 96,2019-04-16,Thomas Doll,Senior,Bundesliga,1,True,0.85,
Hannover 96,1994-11-06,Ewald Lienen,Senior,Bundesliga,1,True,0.85,
Pattensen U19,2017-06-30,Thomas von Heesen,Youth,U19 Bundesliga North/North East,1,False,,
TSV Pattensen,2014-06-30,Thomas Seiler,Senior,Oberliga Niedersachsen,5,False,,
Carl Zeiss Jena,2011-06-30,Heiko Weber,Senior,3. Liga,Third Tier,True,0.85,
Sangerhausen,2006-06-30,Frank Lieberam,Senior,NOFV-Oberliga Süd,4,True,0.8,
Dresdner SC,2003-01-17,Edmund Geiger,Senior,Regionalliga Nord,3,True,0.8,
1.FC Magdeburg,2001-10-30,Eberhard Vogel,Senior,2. Bundesliga,2,True,0.85,
FSV Hoyerswerda,2000-06-30,Gerd Schädlich,Senior,Regionalliga Nordost,3,True,0.8,
Carl Zeiss Jena,1997-05-14,Eberhard Vogel,Senior,2. Bundesliga,2,True,0.8,
Hannover 96,1993-11-08,Ewald Lienen,Senior,Bundesliga,1,True,0.85,
1.FC Köln II,1992-06-30,Eckhard Krautzun,Reserve,Oberliga Nordrhein,3,False,,
M'gladbach II,1991-06-30,Jürgen Gelsdorf,Reserve,Oberliga Nordrhein,3,False,,
SV Hemsen,2016-11-07,André Breitenreiter,Senior,Regionalliga Nord,4,True,0.85,
TuS Lingen,2011-06-30,Thomas Kühn,Senior,Oberliga Niedersachsen,5,False,,
Eleven Wise,2010-06-30,Robert Isaac,Senior,Ghana Premier League,1,True,0.8,
BW Papenburg,2009-06-30,Heiko Scholz,Senior,Oberliga Nord,4,True,0.8,
Hansa Rostock,2008-06-30,Frank Pagelsdorf,Senior,2. Bundesliga,2,True,0.85,
Black Leopards,2007-06-30,Dylan Kerr,Senior,Premier Soccer League,1,True,0.8,
All Blacks FC,2006-12-31,John Smith,Senior,National League,5,True,0.8,
Ismaily,2005-07-17,Mohsen Saleh,Senior,Egyptian Premier League,1,True,0.8,
King Faisal,2004-06-30,Hermann Ebi Egbe,Senior,Ghana Premier League,1,True,0.8,
Piroozi FC,2003-06-30,Majid Jalali,Senior,Iran Pro League,1,True,0.8,
Hamburger SV,2002-06-30,Kurt Jara,Senior,Bundesliga,1,True,0.8,
1.FC Magdeburg,1999-11-15,Eberhard Vogel,Senior,2. Bundesliga,2,True,0.85,
Al-Qadsiah FC,1996-06-30,Mohammed Al-Khalewi,Senior,Saudi Pro League,1,True,0.8,
Baladiya,1995-06-30,Mohamed Abdelwahab,Senior,Egyptian Premier League,1,True,0.8,
VfB Lübeck,1992-04-21,Willi Kronhardt,Senior,2. Bundesliga,2,True,0.85,
FC Bayern II,1989-06-30,Hermann Gerland,Reserve,Regionalliga Süd,3,False,,
VfB Oldenburg,1988-06-30,Gerd Baudemann,Senior,Oberliga Nord,3,True,0.8,
SV Meppen,1983-06-30,Rudi Faßnacht,Senior,Oberliga Nord,3,True,0.8,
Hannover 96 II,2016-06-30,Kenan Kocak,Reserve,Regionalliga Nord,4,False,,
Enppi SC,2014-07-06,Tarek El Ashry,Senior,Egyptian Premier League,1,True,0.8,
Al-Merrikh SC,2014-02-25,Mohammed Mazda,Senior,Sudan Premier League,1,True,0.8,
Saint George SA,2013-08-20,Gebremedhin Haile,Senior,Ethiopian Premier League,1,True,0.8,
Al-Merrikh SC,2010-11-26,Otto Pfister,Senior,Sudan Premier League,1,True,0.8,
Alem. Aachen,2010-06-30,Willi Kronhardt,Senior,2. Bundesliga,2,True,0.85,
Al-Merrikh SC,2009-03-01,Mohammed Mazda,Senior,Sudan Premier League,1,True,0.8,
Saarbrücken,2008-01-10,Dieter Ferner,Senior,Regionalliga Süd,3,True,0.85,
E. Braunschweig,2006-10-04,Dirk Schuster,Senior,2. Bundesliga,2,True,0.85,
Wolfsburg II,2004-03-15,Bernd Hollerbach,Reserve,Regionalliga Nord,3,True,0.8,
Kickers Emden,2001-06-30,Uwe Erkenbrecher,Senior,Regionalliga Nord,3,True,0.8,
El Masry,1998-10-31,Mohamed Omar,Senior,Egyptian Premier League,1,True,0.8,
Samsunspor,1997-12-31,Gordon Milne,Senior,Süper Lig,1,True,0.8,
El Mokawloon,1997-06-30,Mohamed Amer,Senior,Egyptian Premier League,1,True,0.8,
Holstein Kiel,1995-02-27, Eckhard Krautzun,Senior,2. Bundesliga,2,True,0.8,
Hansa Rostock,1993-06-30,Uwe Reinders,Senior,2. Bundesliga,2,True,0.8,
VfV Hildesheim,1992-06-30,Willi Ertl,Senior,Oberliga Nord,3,True,0.8,
Hannover 96,1990-09-30,Jörg Berger,Senior,Bundesliga,1,True,0.85,
FC Schalke 04,1989-09-13,Horst Franz,Senior,Bundesliga,1,True,0.85,
SC Herford,1989-06-30,Willi Bergmann,Senior,Oberliga Westfalen,3,True,0.8,
SpVg Brakel,1988-06-30,Gerd Voss,Senior,Oberliga Westfalen,3,False,,
SuS Westenholz,1987-06-30,Willi Riemann,Senior,Oberliga Westfalen,3,False,,
Delbrücker SC,1986-06-30,Heinz Grundei,Senior,Oberliga Westfalen,3,True,0.8,
Hannover 96,1989-03-21,Jörg Berger,Senior,Bundesliga,1,True,0.85,
TSV Havelse,1984-06-30,Willi Kurth,Senior,Oberliga Nord,3,True,0.8,
St. Pauli II,1995-06-30,Willi Kronhardt,Reserve,Oberliga Nord,3,False,,
FC St. Pauli,1996-06-30,Uli Maslo,Senior,2. Bundesliga,2,True,0.8,
TuS Hoisdorf,1992-06-30,Willi Etez,Senior,Oberliga Nord,3,True,0.8,
Hannover 96,1988-09-19,Jörg Berger,Senior,Bundesliga,1,True,0.85,
Aarhus GF,1986-03-25,Jürgen Wähling,Senior,Danish 1st Division,1,True,0.85,
Esbjerg fB,1983-12-31,Erling Nielsen,Senior,Danish 1st Division,1,True,0.8,
Vejle BK,1981-06-30,Erik Nielsen,Senior,Danish 1st Division,1,True,0.8,
B1909 Odense,1978-12-31,Erik Hansen,Senior,Danish 2nd Division,3,True,0.8,
FC Langenthal,1970-06-30,Hanspeter Latour,Senior,Nationalliga B,2,True,0.8,
Hannover 96,1986-06-30,Jörg Berger,Senior,Bundesliga,1,True,0.8,
VfL Osnabrück,1979-06-30,Helmut Rasner,Senior,2. Bundesliga,2,True,0.8,
VfL Osnabrück,1975-06-30,Kurt Krause,Senior,2. Bundesliga,2,True,0.8,
Rotenburger SV,2001-06-30,Frank Löbe,Senior,Oberliga Hamburg/Schleswig-Holstein,4,True,0.8,
TuS Celle FC,2000-06-30,Frank Schaefer,Senior,Regionalliga Nord,3,True,0.8,
VfV Hildesheim,1997-11-20,Bernd Krajewski,Senior,Regionalliga Nord,3,True,0.85,
TuS Celle FC,1991-12-09,Willi Entenmann,Senior,Oberliga Nord,3,True,0.8,
Hannover 96,1986-01-12,Jörg Berger,Senior,Bundesliga,1,True,0.85,
1.FC Köln,2012-03-19,Ståle Solbakken,Senior,Bundesliga,1,True,0.85,
SC Sternbusch,2009-03-16,Heiko Weber,Senior,Oberliga Nordrhein,4,True,0.85,
BV Cloppenburg,2001-09-04,Horst Köppel,Senior,Regionalliga Nord,3,True,0.85,
VfL Osnabrück,1995-02-28,Herbert Mühlenberg,Senior,2. Bundesliga,2,True,0.85,
Trabzonspor,1988-09-06,Metin Türel,Senior,Süper Lig,1,True,0.8,
Hessen Kassel,1987-05-12,Helmut Kremers,Senior,2. Bundesliga,2,True,0.8,
Arm. Hannover,1986-11-21,Jörg Berger,Senior,Bundesliga,1,True,0.85,
Hannover 96,1985-11-21,Jörg Berger,Senior,Bundesliga,1,True,0.85,
Bay. Uerdingen,1983-01-31,Hannes Bongartz,Senior,2. Bundesliga,2,True,0.8,
VfL Osnabrück,1981-06-30,Herbert Burdenski,Senior,2. Bundesliga,2,True,0.8,
Pr. Münster,1980-06-30,Rudi Faßnacht,Senior,2. Bundesliga Nord,2,True,0.8,
RC Liège,1976-11-13,Thomas Czernay,Senior,Belgian First Division,1,True,0.85,
RC Liège,1975-06-30,Victor Wégria,Senior,Belgian First Division,1,True,0.8,
Arm. Hannover,1986-01-15,Jörg Berger,Senior,Bundesliga,1,True,0.8,
Hannover 96,1983-10-24,Anton Rudinski,Senior,Bundesliga,1,True,0.85,
VfB Oldenburg,1982-06-30,Gerd Baudemann,Senior,Oberliga Nord,3,True,0.8,
VfL Osnabrück,1980-06-30,Helmut Rasner,Senior,2. Bundesliga,2,True,0.8,
Arm. Hannover,1979-06-30,Helmuth Johannsen,Senior,Bundesliga,1,True,0.8,
OSV Hannover,1974-06-30,Helmut Kronsbein,Senior,Regionalliga Nord,2,True,0.8,
Spfr. Siegen,1993-06-30,Gerd vom Bruch,Senior,2. Bundesliga,2,True,0.8,
Erkenschwick,1992-06-30,Heinz Grundel,Senior,Oberliga Westfalen,3,True,0.8,
Spfr. Siegen,1991-06-30,Gerd vom Bruch,Senior,2. Bundesliga,2,True,0.8,
RW Oberhausen,1982-06-30,Willi Quinke,Senior,2. Bundesliga,2,True,0.8,
TeBe Berlin,1981-01-09,Willi Kurth,Senior,2. Bundesliga Nord,2,True,0.85,
Wanne-Eickel,1980-06-30,Willi Nesensohn,Senior,Oberliga Westfalen,3,True,0.8,
Hannover 96,1979-06-30,Ferdinand Swatosch,Senior,Bundesliga,1,True,0.8,
Rot-Weiß Lüdenscheid,1978-06-30,Ferdinand Swatosch,Senior,2. Bundesliga,2,True,0.8,
1.FC Pforzheim,1976-06-30,Rudolf Faßnacht,Senior,Regionalliga Süd,2,True,0.8,
Hannover 96,1966-05-29,Helmut Kronsbein,Senior,Bundesliga,1,True,0.8,
Hannover 96 II,1966-03-31,Helmut Kronsbein,Reserve,Oberliga Nord,2,False,,
Hannover 96,1962-03-31,Fritz Maas,Senior,Oberliga Nord,1,True,0.8,
Hannover 96 II,1961-12-31,Helmut Kronsbein,Reserve,Oberliga Nord,2,False,,
Hannover 96,1962-06-30,Fritz Maas,Senior,Oberliga Nord,1,True,0.8,
Hamborn 07,1958-06-30,Kurt Sobotka,Senior,Oberliga West,1,True,0.8,
TuS Celle FC,1973-06-30,Heinz Lucas,Senior,Regionalliga Nord,2,True,0.8,
LBV Phönix,1972-06-30,Willibald Hahn,Senior,Regionalliga Süd,2,False,,
VfB Oldenburg,1970-06-30,Fritz Langner,Senior,Regionalliga Nord,2,True,0.8,
Spfr. Siegen,1967-06-30,Heinz-Otto Höhs,Senior,Regionalliga West,2,False,,
VfL Osnabrück,1963-09-30,Kuno Klötzer,Senior,Oberliga Nord,1,True,0.8,
Bremerhaven 93,1962-06-30,Heinz Lucas,Senior,Oberliga Nord,1,True,0.8,
VfB Oldenburg,1960-06-30,Fritz Langner,Senior,Oberliga Nord,1,True,0.8,
1.FSV Mainz 05,1955-12-31,Berkemeyer,Senior,Oberliga Südwest,1,False,,
Hannover 96,1952-06-30,Fritz Rebell,Senior,Oberliga Nord,1,False,,
Hannover 96,1951-06-30,Fritz Rebell,Senior,Oberliga Nord,1,False,,
Hannover 96,1950-12-31,Fritz Rebell,Senior,Oberliga Nord,1,True,0.8,
Hannover 96,1950-11-30,Robert Fuchs,Senior,Oberliga Nord,1,True,0.8,
Hannover 96,1946-09-30,Fritz Maas,Senior,Oberliga Nord,1,True,0.8,
Hannover 96,1947-10-31,Fritz Maas,Senior,Oberliga Nord,1,True,0.8,
VfL Neckarau,1952-06-30,Karl Hoermann,Senior,Oberliga Süd,1,True,0.8,
Alem. Aachen,1949-12-31,Karl Schneider,Senior,Oberliga West,1,False,,
Schwaben Augsb.,1948-02-15,Hans Hipp,Senior,Oberliga Süd,1,True,0.8,
Hannover 96,1947-06-30,Fritz Maas,Senior,Oberliga Nord,1,False,,
1.FSV Mainz 05,2024-06-30,Bo Svensson,Senior,Bundesliga,1,False,,
RB Salzburg YL,2020-08-31,Matthias Jaissle,Youth,Austrian Bundesliga U18,1,False,,
FC Liefering,2021-01-03,Matthias Jaissle,Reserve,2. Liga,Second Tier,False,,
Mainz 05 U19,2019-07-11,Janusz Góra,Youth,U19 Bundesliga,1,False,,
Mainz 05 U17,2017-06-30,Janusz Góra,Youth,U17 Bundesliga,1,False,,
Mainz 05 Yth.,2016-01-03,Martin Schmidt,Youth,U-19 Bundesliga,Youth Top Tier,False,,
1.FSV Mainz 05,2015-06-30,Thomas Tuchel,Senior,Bundesliga,1,False,,
1.FSV Mainz 05,2015-02-16,Kasper Hjulmand,Senior,Bundesliga,1,True,0.85,
1.FSV Mainz 05,2020-12-28,Jan Siewert,Senior,Bundesliga,1,True,0.85,
1.FSV Mainz 05,2019-11-18,Sandro Schwarz,Senior,Bundesliga,1,True,0.85,
Hannover 96,2017-06-30,André Breitenreiter,Senior,Bundesliga,1,True,0.85,
Hannover 96,2015-12-31,Michael Frontzeck,Senior,Bundesliga,1,True,0.85,
Nordsjaelland,2019-06-30,Kasper Hjulmand,Senior,Superliga,1,False,,
Right to Dream,2019-06-30,Tom Vernon,Youth,Ghana Premier League,1,False,,
Nordsjaelland,2019-03-25,Kasper Hjulmand,Senior,Superliga,1,False,,
1.FSV Mainz 05,2015-02-17,Kasper Hjulmand,Senior,Bundesliga,1,True,0.85,
Nordsjaelland,2014-06-30,Kasper Hjulmand,Senior,Superliga,1,False,,
Nordsjaelland,2011-06-30,Morten Wieghorst,Senior,Superliga,1,False,,
Lyngby BK,2008-07-06,Hans Brun Larsen,Senior,Superliga,1,True,0.8,
Lyngby BK,2006-06-30,Hans Brun Larsen,Senior,Superliga,1,True,0.8,
