club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
Celta de Vigo,2017-06-30,Eduardo Berizzo,Senior,La Liga,1,True,0.8,nan
O'Higgins,2014-06-30,Ismael Urzúa,Senior,Chilean Primera División,1,True,0.8,nan
Estudiantes,2011-05-30,Carlos Bilardo,Senior,Argentine Primera División,1,True,0.8,nan
Granada CF,2015-05-01,Joaquín Caparrós,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,2013-06-08,Fernando Vázquez,Senior,La Liga,1,True,0.8,nan
Granada CF,2012-06-30,Juan Antonio Pizzi,Senior,La Liga,1,True,0.8,nan
Real Valladolid,2011-06-30,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Real Valladolid"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Miguel Ángel Portugal"",\n    ""end_of_spell"": ""2010-06-30"",\n    ""start_of_spell"": ""2008-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  },\n  {\n    ""club_name"": ""Real Valladolid"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Miguel Ángel Portugal"",\n    ""end_of_spell"": ""2010-06-30"",\n    ""start_of_spell"": ""2008-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 1.0\n  }'}}"
Atlético Madrid,2009-10-23,Ranieri,Senior,La Liga,1,False,0.0,nan
Castellón,2009-02-03,Juan Carlos,Senior,Segunda División B,3,True,0.8,nan
Levante,2007-10-08,Juan Ramón Rocha,Senior,La Liga,1,True,0.8,nan
Ciudad Murcia,2006-06-30,Juan Carlos Álvarez,Senior,Segunda División,2,False,0.0,nan
Atlético Madrid,2005-06-30,José Murcia,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,2004-06-30,José Murcia,Senior,La Liga,1,True,0.8,nan
Girona,2019-06-30,Eusebio Sacristán,Senior,La Liga,1,False,0.0,nan
Real Sociedad,2018-03-18,Eusebio Sacristán,Senior,La Liga,1,True,0.8,nan
Barcelona B,2015-02-09,Eusebio Sacristán,Reserve,Segunda División B,Third Tier,False,,nan
Celta de Vigo,2010-06-20,Fernando Vázquez,Senior,La Liga,1,False,0.0,nan
Barcelona,2009-03-02,Frank Rijkaard,Senior,La Liga,1,True,0.8,nan
CS Sfaxien,2021-05-07,Fouad Hnassi,Senior,Tunisian Ligue 1,1,True,0.8,nan
Al-Shahania SC,2020-06-30,Khalaf Al-Roudan,Senior,Qatar Stars League,1,False,0.0,nan
FC Legirus,2017-04-18,Juan Carlos,Senior,Spanish Segunda División,2,True,0.8,nan
Levski Sofia,2014-08-04,Goran Stanoević,Senior,Bulgarian First League,1,True,0.8,nan
FC Brasov,2011-08-30,Mihai Stoica,Senior,Liga I,1,True,0.8,nan
UD Salamanca,2011-04-12,Miguel Ángel Lotina,Senior,La Liga,1,True,0.8,nan
Albacete,2009-11-30,Joaquín Caparrós,Senior,Segunda División,2,False,0.0,nan
Celta de Vigo,2009-03-01,Hector Cúper,Senior,La Liga,1,True,0.8,nan
Castellón,2008-06-30,Juan Carlos,Senior,Segunda División B,3,True,0.8,nan
Xerez CD,2007-04-16,Juan Carlos,Senior,Segunda División,2,True,0.8,nan
Atlético Madrid,2006-06-30,José Murcia,Senior,La Liga,1,True,0.8,nan
Atl. Madrid B,2006-01-12,Jesús López Montes,Reserve,Segunda División B,3,False,,nan
Cartagonova,2002-09-03,Juan Carlos,Senior,Spanish Segunda División,2,True,0.8,nan
Córdoba CF,2002-01-21,Miguel Ángel Gamonal,Senior,Segunda División,2,True,0.8,nan
Córdoba CF B,2001-11-19,Juan Carlos,Reserve,Tercera División,4,True,0.8,nan
Albacete,2021-05-04,Gonzalo Arconada,Senior,Segunda División,2,True,0.8,nan
East Bengal FC,2020-01-21,Kibu Vicuña,Senior,Indian Super League,1,True,0.8,nan
Burgos CF,2018-06-30,Miguel Ángel Pérez,Senior,Tercera División,4,True,0.8,nan
Celta Vigo B,2017-06-30,Julio Lamas,Reserve,Tercera División,4,False,0.0,nan
SX Wuzhou,2015-02-01,Wang Baoshan,Senior,China League One,Second Tier,True,0.8,nan
Buriram Utd.,2014-04-09,Alexandre Gama,Senior,Thai Premier League,1,True,0.8,nan
Racing,2013-06-30,Adolfo Marín,Senior,Argentine Primera División,1,True,0.8,nan
RM Castilla,2011-01-04,Miguel Ángel Portugal,Reserve,Segunda División B,Third Tier,False,,nan
Celta Vigo B,2009-06-30,Juan Carlos Unzué,Reserve,Tercera División,4,False,,nan
Celta de Vigo,2008-06-30,Pepe Murcia,Senior,La Liga,1,True,0.8,nan
Celta Vigo B,2008-05-11,Juan Carlos Unzué,Reserve,Tercera División,4,False,,nan
CSKA Sofia,2013-07-02,Stoycho Mladenov,Senior,Bulgarian First League,1,True,0.8,nan
CSKA Sofia,2013-07-08,Stoycho Mladenov,Senior,Bulgarian First League,1,True,0.8,nan
Litex Lovech,2013-06-05,Ilian Iliev,Senior,Bulgarian First League,1,True,0.8,nan
Rostov,2011-12-31,Joan Capdevila,Senior,Russian Premier League,1,False,,nan
Celta de Vigo,2007-10-08,Pepe Murcia,Senior,La Liga,1,True,0.8,nan
Barcelona,2004-07-15,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""FC Barcelona"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Carles Rexach"",\n    ""end_of_spell"": ""2004-07-15"",\n    ""start_of_spell"": ""1996-01-14"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": null\n  },\n  {\n    ""club_name"": ""FC Barcelona"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Luis Enrique"",\n    ""end_of_spell"": ""2004-07-15"",\n    ""start_of_spell"": ""2002-01-21"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  }'}}"
D.C. United,2003-12-15,Peter Nowak,Senior,Major League Soccer,1,True,0.8,nan
Celta de Vigo,2004-06-08,Miguel Ángel Lotina,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1985-11-26,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Pontevedra,2011-03-22,Juan Carlos Unzué,Senior,Segunda División,2,True,0.8,nan
Leixões,2010-05-09,Ricardo Surata,Senior,Portuguese Segunda Liga,2,True,0.8,nan
Poli Ejido,2008-06-30,Juan Carlos Álvarez,Senior,Segunda División B,3,False,0.0,nan
Vecindario,2007-06-30,Juan Carlos García,Senior,Tercera División,4,False,0.0,nan
UD Almería,2005-01-10,Gonzalo Arconada,Senior,Segunda División,2,True,0.8,nan
Córdoba CF,2003-10-27,Miguel Ángel Gamonal,Senior,Segunda División,2,True,0.8,nan
SC Braga,2003-04-21,António Oliveira,Senior,Primeira Liga,1,False,0.0,nan
Poli Ejido,2002-06-30,Juan Carlos Álvarez,Senior,Segunda División B,3,False,0.0,nan
CD Tenerife,2000-04-25,Hector Nunez,Senior,La Liga,1,True,0.8,nan
Sevilla FC,1999-01-04,Joaquín Caparrós,Senior,La Liga,1,False,0.0,nan
SC Braga,1998-01-20,António Ló,Senior,Primeira Liga,1,True,0.8,nan
Celta de Vigo,1997-06-30,"Carbone, José",Senior,La Liga,1,True,0.8,nan
SD Compostela,1995-06-30,Joaquín Caparrós,Senior,La Liga,1,False,0.0,nan
Pontevedra,1988-06-30,José Antonio Irureta,Senior,Segunda División,2,False,,nan
Quilmes,2005-12-31,Héctor Raul Coppo,Senior,Argentine Primera División,1,False,0.0,nan
CD Leganés,2004-01-18,Joaquín Caparrós,Senior,Segunda División,2,False,0.0,nan
Lanús,2002-06-30,Néstor Gorosito,Senior,Argentine Primera División,1,False,,nan
CD Tenerife,1999-05-04,Hector Nunez,Senior,La Liga,1,True,0.8,nan
San Lorenzo,1996-12-31,Héctor Cúper,Senior,Argentine Primera División,1,False,0.0,nan
CD Logroñés,1997-02-10,José Antonio Irureta,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1995-10-16,Carbone,Senior,La Liga,1,True,0.8,nan
CD Logroñés,1994-06-30,José Antonio Irureta,Senior,La Liga,1,False,0.0,nan
Rosario Central,1992-06-30,Héctor Rial,Senior,Argentine Primera División,1,False,0.0,nan
Boca Juniors,1990-12-31,Héctor Rial,Senior,Argentine Primera División,1,False,,nan
CD Logroñés,1989-03-14,José Antonio Irureta,Senior,Segunda División,2,True,0.8,nan
Dep. Español,1989-06-30,Carlos Timoteo Griguol,Senior,Argentine Primera División,1,False,0.0,nan
CP Almería,1993-06-30,Pedro López,Senior,Segunda División,2,True,0.8,nan
Celta de Vigo,1991-01-15,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Real Murcia,1989-04-17,Juan Carlos Álvarez,Senior,Segunda División,2,True,0.8,nan
Atlético Madrid,1988-10-06,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1988-03-29,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Racing,1987-06-30,Héctor Rial,Senior,Argentine Primera División,1,True,0.8,nan
Español,1983-06-30,Miguel Muñoz,Senior,La Liga,1,False,0.0,nan
Almería,1980-06-30,Pedro Escartín,Senior,Segunda División,2,False,0.0,nan
Celta de Vigo,1978-06-30,Félix Benzo,Senior,La Liga,1,True,0.8,nan
Racing,1977-06-30,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,True,0.8,nan
Club Sestao,1972-06-30,Jesús Aranguren,Senior,Spanish Segunda División,2,False,0.0,nan
Elche CF,1998-06-30,Miguel Ángel Brindisi,Senior,Segunda División,2,True,0.8,nan
Atlco. Marbella,1995-04-18,Tomás Giraldo,Senior,Segunda División B,Third Tier,True,0.8,nan
Celta de Vigo,1990-03-13,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Alzira,1989-06-30,Juanjo Díaz,Senior,Tercera División,4,False,0.0,nan
Racing,1988-01-22,Héctor Rial,Senior,Argentine Primera División,1,True,0.8,nan
Elche CF,1987-03-27,Miguel Ángel,Senior,La Liga,1,True,0.8,nan
CD Logroñés,1986-02-18,José Luis Romero,Senior,Segunda División,2,True,0.8,nan
Sporting Gijón,1998-03-30,Joaquín Caparrós,Senior,La Liga,1,True,0.8,nan
Málaga CF,1997-04-27,Juan Carlos Álvarez,Senior,La Liga,1,True,0.8,nan
Sporting Gijón,1996-06-30,Jesús Castro Santos,Senior,La Liga,1,True,0.8,nan
Español,1993-06-01,José Manuel Riera,Senior,La Liga,1,True,0.8,nan
Burgos CF,1992-06-30,José Antonio Redondo,Senior,Segunda División B,3,True,0.8,nan
Celta de Vigo,1989-12-12,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Sporting Gijón,1988-06-30,Miguel Muñoz,Senior,La Liga,1,False,0.0,nan
Sporting Gijón,1982-06-30,Miguel Muñoz,Senior,La Liga,1,False,,nan
Sporting Gijón,1980-06-30,Miguel Muñoz,Senior,La Liga,1,False,0.0,nan
Deportivo Gijón,1979-06-30,Miguel Muñoz,Senior,La Liga,1,False,0.0,nan
Celta de Vigo,1988-06-30,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1986-06-30,Tomislav Kalocsai,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1977-11-08,Félix Benzo,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1970-03-10,Benito Díaz,Senior,La Liga,1,True,0.8,nan
Standard Liège,1988-06-30,Tomislav Kalocsai,Senior,Belgian First Division,1,False,0.0,nan
Standard Liège,1987-02-24,Tomislav Kalocsay,Senior,Belgian First Division,1,False,,nan
Español,1983-09-13,Miguel Muñoz,Senior,La Liga,1,False,0.0,nan
Celta de Vigo,1983-06-30,Félix Benzo,Senior,La Liga,1,True,0.8,nan
Sporting CP,1979-01-01,Fernando Vaz,Senior,Primeira Liga,1,False,,nan
Vojvodina,1978-06-30,Miloš Milutinović,Senior,Yugoslav First League,1,False,0.0,nan
Rouen,1977-10-31,Jean-Michel Attevêts,Senior,French Division 2,2,False,0.0,nan
CD Málaga,1977-03-15,Juan Carlos Álvarez,Senior,Segunda División,2,True,0.8,nan
Benfica,1975-06-30,Fernando Caiado,Senior,Primeira Liga,1,True,0.8,nan
Athletic,1974-06-30,Jesús Aranguren,Senior,La Liga,1,False,0.0,nan
RC Liège,1971-10-31,Pierre Sinibaldi,Senior,Belgian First Division,1,True,0.8,nan
Club Brugge,1969-06-30,Désiré Van Den Broeck,Senior,Belgian First Division,1,False,,nan
Standard Liège,1968-06-30,Tom van Acker,Senior,Belgian First Division,1,False,,nan
Red Star,1964-06-30,Miloš Milutinović,Senior,Yugoslav First League,1,False,0.0,nan
R. B. Linense,1989-06-30,Carlos Alberto,Senior,Campeonato Paulista,Second Tier,False,0.0,nan
R. B. Linense,1988-01-11,Carlos Alberto,Senior,Campeonato Paulista,Second Tier,True,0.8,nan
R. B. Linense,1986-06-30,Carlos Alberto,Senior,Campeonato Paulista,Second Tier,False,0.0,nan
Real Jaén CF,1983-01-03,Juan Carlos Álvarez,Senior,Tercera División,4,False,0.0,nan
Baracaldo,1981-04-20,Juan Carlos Álvarez,Senior,Tercera División,4,True,0.8,nan
Celta de Vigo,1980-04-07,Félix Bilbao,Senior,La Liga,1,True,0.8,nan
Real Murcia,1979-05-21,Juan Carlos Álvarez,Senior,Segunda División,2,True,0.8,nan
Celta de Vigo,1977-06-30,Félix Benzo,Senior,La Liga,1,True,0.8,nan
CyD Leonesa,1975-01-27,Juan Carlos Lorenzo,Senior,Segunda División,2,True,0.8,nan
CD Logroñés,1972-10-09,Juan Carlos Álvarez,Senior,Segunda División,2,True,0.8,nan
Baracaldo,1972-06-30,Juan Arza,Senior,Spanish Segunda División,2,False,0.5,nan
Cádiz CF,1978-06-30,Mariano García,Senior,Segunda División,2,False,0.0,nan
CD Tenerife,1977-06-30,Miguel González,Senior,Segunda División,2,False,,nan
Celta de Vigo,1975-11-10,Félix Benzo,Senior,La Liga,1,True,0.8,nan
Sporting Gijón,1973-10-08,Miguel González,Senior,La Liga,1,True,0.8,nan
Burgos CF,1972-06-30,Juan Arza,Senior,Segunda División,2,False,0.0,nan
Celta de Vigo,1973-06-30,Félix Oreña,Senior,La Liga,1,True,0.8,nan
Real Oviedo,1967-06-30,Mariano Moreno,Senior,La Liga,1,True,0.8,nan
Melilla CF,1965-12-20,Juan Arza,Senior,Tercera División,4,False,0.0,nan
Recr. Huelva,1964-06-30,Juan Zubieta,Senior,Segunda División,2,False,0.0,nan
Celta de Vigo,1962-06-30,Benito Díaz,Senior,La Liga,1,True,0.8,nan
Monterrey,1981-12-31,Héctor Nenning,Senior,Liga MX,1,False,0.0,nan
Celta de Vigo,1973-04-08,Félix Oreña,Senior,La Liga,1,True,0.8,nan
Independiente,1972-12-31,Armando Ríos,Senior,Argentine Primera División,1,False,0.0,nan
Calvo Sotelo,1977-06-30,Juan Carlos Álvarez,Senior,Segunda División,2,True,0.8,nan
Calvo Sotelo,1968-06-30,Juan Carlos Álvarez,Senior,Tercera División,4,True,0.8,nan
Celta de Vigo,1966-06-30,Benito Díaz,Senior,La Liga,1,True,0.8,nan
Santander,1965-03-31,Juan Zubieta,Senior,Spanish Segunda División,2,True,0.8,nan
Pontevedra,1964-06-30,Juan Hernández,Senior,Spanish Segunda División,2,True,0.8,nan
Burgos CF,1962-06-30,Juan Hernández,Senior,Segunda División,2,False,0.0,nan
CyD Leonesa,1960-06-30,Juan Hernández,Senior,Tercera División,4,False,0.0,nan
Valladolid,1957-12-31,Mariano Moreno,Senior,La Liga,1,False,,nan
Español,1961-12-07,Federico Escobar,Senior,La Liga,1,True,0.8,nan
Español,1961-06-30,Félix Quesada,Senior,La Liga,1,False,0.0,nan
Celta de Vigo,1960-06-30,Enrique Cubells,Senior,La Liga,1,False,0.0,nan
Español,1957-06-30,Félix Quesada,Senior,La Liga,1,False,0.0,nan
Celta de Vigo,1955-06-30,Enrique Cubells,Senior,La Liga,1,False,0.0,nan
CD Málaga,1951-06-30,Juan Zambudio Velasco,Senior,Spanish Segunda División,2,False,0.0,nan
Celta de Vigo,1949-06-30,Enrique Fernández,Senior,La Liga,1,True,0.8,nan
Ath. Aviación,1946-06-30,Juan José Núñez,Senior,Argentine Primera División,1,False,0.0,nan
Ath. Aviación,1940-06-30,Juan Pedro Fabra,Senior,Argentine Primera División,1,True,0.8,nan
OGC Nice,1938-06-30,Vittorio Farina,Senior,French Division 1,1,False,0.0,nan
Indauchu,1963-06-30,Shozo Tsukada,Senior,Japanese Football League,1,False,,nan
Indauchu,1960-06-30,Shozo Tsukada,Senior,Japanese Football League,1,False,0.0,nan
Hércules CF,1956-06-30,Juan Zambudio Velasco,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1953-12-06,Enrique Fernández,Senior,La Liga,1,False,,nan
Valladolid,1953-06-30,Juan Hernández,Senior,La Liga,1,False,0.0,nan
Athletic,1952-06-30,Juan Herrera,Senior,La Liga,1,False,0.0,nan
Celta de Vigo,1941-06-30,Enrique Fernández,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1940-06-30,Pepe Carvalho,Senior,La Liga,1,True,0.8,nan
Celta de Vigo,1936-06-30,Pedro Díaz,Senior,La Liga,1,False,0.0,nan
CA Osasuna,1949-06-30,Joaquín Caparrós,Senior,La Liga,1,False,0.0,nan
RS Gimnástica,1948-06-30,Juan José Nogués,Senior,Segunda División,2,True,0.8,nan
Real Gijón,1947-06-30,Eloy Llorente,Senior,Segunda División,2,False,0.0,nan
Baracaldo,1945-06-30,Juan Arza,Senior,Tercera División,4,False,0.0,nan
Arenas Club,1943-06-30,Juan Arza,Senior,La Liga,1,False,0.0,nan
Real Gijón,1942-06-30,Juan Armet,Senior,La Liga,1,False,,nan
Arenas Club,1940-06-30,Juan Armet,Senior,La Liga,1,True,0.8,nan
CA Osasuna,1939-06-30,Pedro Solé,Senior,La Liga,1,False,0.0,nan
Oviedo,1936-06-30,Pedro Gómez Aparicio,Senior,La Liga,1,False,0.0,nan
Celta de Vigo,1935-06-30,Pedro Díaz,Senior,La Liga,1,True,0.8,nan
Real Valladolid,2024-06-30,Paco López,Senior,La Liga,1,False,0.0,nan
Cruzeiro,2023-03-19,Abel Braga,Senior,Campeonato Brasileiro Série A,1,True,0.8,nan
Pachuca,2021-11-11,Efrain Flores,Senior,Liga MX,1,True,0.8,nan
Liverpool FC,2019-11-25,"Klopp, Jürgen",Senior,Premier League,1,False,,nan
CA Torque,2017-11-26,Juan Manuel Azcona,Senior,Argentine Primera B,3,True,0.8,nan
Real Valladolid,2023-04-03,Paco López,Senior,La Liga,1,True,0.8,nan
SD Huesca,2021-06-30,Miquel Soler,Senior,La Liga,1,True,0.8,nan
Elche CF,2020-08-25,Pablo Machín,Senior,La Liga,1,True,0.8,nan
Ratchaburi FC,2017-11-30,Kritsana Luadsong,Senior,Thai League 1,1,True,0.8,nan
Hércules CF,2015-01-25,Esteban Vigo,Senior,La Liga,1,True,0.8,nan
Korona Kielce,2014-06-10,Marian Gancarczyk,Senior,Ekstraklasa,1,True,0.8,nan
FC Cartagena,2013-05-19,Andrés García,Senior,Segunda División,2,True,0.8,nan
Real Oviedo,2012-06-30,Miguel Ángel Ramírez,Senior,Segunda División,2,True,0.8,nan
CD Numancia,2009-06-01,Miguel Ángel Alonso,Senior,Segunda División,2,False,,nan
Cádiz CF,2025-06-30,Álvaro Cervera,Senior,La Liga,1,False,0.0,nan
Real Valladolid,2021-06-30,Paco López,Senior,La Liga,1,False,0.0,nan
Espanyol,2015-12-14,Sergio González,Senior,La Liga,1,True,0.8,nan
RCD Espanyol B,2014-06-30,José Manuel Rueda,Reserve,Tercera División,4,False,0.0,nan
RCD Espanyol B,2014-01-22,José Manuel Romero,Reserve,Tercera División,4,True,0.8,nan
Guabirá,2023-06-04,Juan Carlos Sánchez,Senior,Liga Nacional,2,True,0.8,nan
Royal Pari ,2022-02-28,Alberto Poletti,Senior,Liga Fútbol Profesional Boliviano,1,True,0.8,nan
Royal Pari ,2020-05-21,Alberto Valentini,Senior,Bolivian Primera División,2,True,0.8,nan
Wilstermann ,2019-04-22,Nestor Paiva,Senior,Liga de Fútbol Profesional Boliviano,First Tier,True,0.8,nan
Pune City,2018-10-24,Miguel Ángel Portugal,Senior,Indian Super League,1,True,0.8,nan
Granada CF,2018-06-30,José González Gancedo,Senior,La Liga,1,True,0.8,nan
Delhi Dynamos,2018-04-30,Hernán Díaz,Senior,Indian Super League,1,True,0.8,nan
CS Constantine,2016-12-09,Nabil Kouki,Senior,Ligue 1,1,True,0.8,nan
Real Valladolid,2016-04-24,Miguel Ángel Portugal,Senior,La Liga,1,True,0.8,nan
Atlético-PR,2014-05-19,Celso Roth,Senior,Campeonato Brasileiro Série A,1,True,0.8,nan
Bolívar,2013-12-31,Antonio López,Senior,Liga Boliviana,1,False,0.0,nan
Racing,2011-02-07,Adelardo Antón,Senior,Argentine Primera División,1,True,0.8,nan
Racing,2007-06-27,Reinaldo Merlo,Senior,Argentine Primera División,1,True,0.8,nan
RM Castilla,2006-06-30,Juan Ramón Rocha,Reserve,Segunda División B,3,False,,nan
Córdoba CF,2004-06-07,Miguel Ángel Gamón,Senior,Segunda División,2,True,0.8,nan
CD Toledo,1999-10-13,Juan Carlos Álvarez,Senior,Segunda División B,3,True,0.8,nan
Real Madrid B,1999-06-30,Juan Luís Carrasco,Reserve,Segunda División B,3,False,0.0,nan
Real Madrid C,1997-11-03,Miguel Muñoz,Reserve,Tercera División,4,False,0.0,nan
Arandina,1997-06-30,Juan Carlos Álvarez,Senior,Tercera División,4,False,0.0,nan
UD Almería,2023-06-30,Rubén Baraja,Senior,La Liga,1,True,0.8,nan
Real Betis,2020-06-21,Rubí,Senior,La Liga,1,True,0.8,nan
Espanyol,2019-06-30,Rubi,Senior,La Liga,1,False,0.0,nan
SD Huesca,2018-06-30,Juan Ignacio Martínez,Senior,La Liga,1,False,0.0,nan
Sporting Gijón,2017-06-30,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Sporting Gijón"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Abelardo Fernández"",\n    ""end_of_spell"": ""2015-09-14"",\n    ""start_of_spell"": ""2014-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Sporting Gijón"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Abel Resino"",\n    ""end_of_spell"": ""2015-09-14"",\n    ""start_of_spell"": ""2014-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  },\n  {\n    ""club_name"": ""Sporting Gijón"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Miguel Ángel Lotina"",\n    ""end_of_spell"": ""2014-06-01"",\n    ""start_of_spell"": ""2012-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.9\n  }'}}"
Levante,2016-06-30,Juan Ignacio Martínez,Senior,La Liga,1,True,0.8,nan
Real Valladolid,2015-06-30,Miguel Ángel Portugal,Senior,La Liga,1,True,0.8,nan
Girona,2013-06-30,Miquel Àngel Nadal,Senior,Segunda División,2,True,0.8,nan
Benidorm,2010-06-04,Juan Carlos Moreno,Senior,Tercera División,4,True,0.8,nan
Eivissa-Ibiza,2008-11-17,Joaquín Caparrós,Senior,Tercera División,4,True,0.8,nan
RCD Espanyol B,2008-03-11,José Manuel Rueda,Reserve,Tercera División,4,False,0.0,nan
CE Sabadell ,2005-03-01,Joaquim Riera,Senior,Segunda División B,3,True,0.8,nan
CE L'Hospitalet,2004-06-30,Joaquim Torras,Senior,Tercera División,4,False,0.0,nan
Vilassar de Mar,2003-06-30,Joaquim González,Senior,Tercera División,4,False,0.0,nan
Celta Vigo B,2016-06-30,Julio Lamas,Reserve,Tercera División,4,False,0.0,nan
Celta Vigo B,2016-02-01,Julio Lamas,Reserve,Tercera División,4,True,0.8,nan
FC Villarreal C,2015-06-30,Mauricio Pellegrino,Reserve,Tercera División,4,False,0.0,nan
R. Valladolid B,2014-06-30,Miguel Ángel Alonso,Reserve,Tercera División,4,False,0.0,nan
Real Valladolid,2010-12-05,Miguel Ángel Portugal,Senior,La Liga,1,True,0.8,nan
Real Valladolid,2010-11-29,Miguel Ángel Portugal,Senior,La Liga,1,True,0.8,nan
Albacete,2013-03-17,Guti,Senior,Segunda División,2,True,0.8,nan
Real Madrid,2016-03-10,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Real Madrid"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""José Mourinho"",\n    ""end_of_spell"": ""2013-06-02"",\n    ""start_of_spell"": ""2010-06-31"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Real Madrid"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Carlo Ancelotti"",\n    ""end_of_spell"": ""2015-05-25"",\n    ""start_of_spell"": ""2013-06-02"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.2\n  }'}}"
Albacete,2013-03-18,Guti,Senior,Segunda División,2,True,0.8,nan
Sporting Gijón,2012-06-01,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Sporting Gijón"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Manuel Preciado"",\n    ""end_of_spell"": ""2011-06-30"",\n    ""start_of_spell"": ""2009-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  },\n  {\n    ""club_name"": ""Sporting Gijón"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Miguel Ángel Lotina"",\n    ""end_of_spell"": ""2011-06-30"",\n    ""start_of_spell"": ""2010-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.5\n  }'}}"
Real Valladolid,2010-06-23,Miguel Ángel Portugal,Senior,La Liga,1,True,0.8,nan
Real Murcia,2008-12-17,Mariano García Remón,Senior,Segunda División,2,True,0.8,nan
Athletic,2006-07-06,Javier Clemente,Senior,La Liga,1,True,0.8,nan
Espanyol,2003-11-04,Mauricio Pochettino,Senior,La Liga,1,False,0.0,nan
CD Tenerife,2002-06-30,Hector Nunez,Senior,La Liga,1,True,0.8,nan
Marseille,2001-04-03,Robert Nouzaret,Senior,Ligue 1,1,True,0.8,nan
Real Sociedad,2000-10-23,Joaquín Caparrós,Senior,La Liga,1,False,0.0,nan
