club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
SV Kapfenberg,1952-06-30,Karl Decker,Senior,Austrian Football Bundesliga,2,False,0.0,
Wiener SC,1947-06-30,Willibald Hahn,Senior,A-Klasse,2,False,0.0,
First Vienna FC,1940-06-30,Wilhelm Scherpe,Senior,Austrian Football Bundesliga,1,True,0.8,
R. Strasbourg,1938-06-30,Jean Prouff,Senior,French Division 1,1,False,0.0,
AS Nancy,2024-06-30,Albert Cartier,Senior,Ligue 2,2,True,0.8,
AS Nancy B,2023-01-25,Jean-Louis Garcia,Reserve,French Ligue 2,2,True,0.8,
AS Nancy,2022-01-03,Albert Cartier,Senior,Ligue 2,Second Tier,True,0.8,
AS Nancy B,2021-09-24,Jean-Louis Garcia,Reserve,Ligue 2,2,False,0.0,
AS Nancy U19,2021-06-17,Jean-Louis Garcia,Youth,Ligue 1 U19,Youth,False,0.0,
AS Nancy,2020-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""AS Nancy"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Albert Cartier"",\n    ""end_of_spell"": ""2020-06-30"",\n    ""start_of_spell"": ""2019-07-01"",\n    ""league"": ""Ligue 2"",\n    ""tier"": ""2"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""AS Nancy"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Jean-Louis Garcia"",\n    ""end_of_spell"": ""2019-06-30"",\n    ""start_of_spell"": ""2017-07-01"",\n    ""league"": ""Ligue 2"",\n    ""tier"": ""2"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  },\n  {\n    ""club_name"": ""AS Nancy"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Pascal Dupraz"",\n    ""end_of_spell"": ""2017-06-30"",\n    ""start_of_spell"": ""2015-07-01"",\n    ""league"": ""Ligue 2"",\n    ""tier"": ""2"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.6\n  }'}}"
AS Nancy,2023-01-25,Albert Cartier,Senior,Ligue 2,Second Tier,True,0.8,
Bastia-Borgo,2021-11-04,Fabrice Jaurégui,Senior,French National 2,4,True,0.8,
G. Ajaccio,2018-10-09,O. Hantz,Senior,Ligue 2,2,True,0.8,
FC Sochaux,2017-05-29,Franck Keller,Senior,Ligue 2,2,True,0.8,
FC Metz,2015-06-17,Albert Cartier,Senior,Ligue 2,2,True,0.8,
KAS Eupen,2011-04-13,Dimitri De Fauw,Senior,Belgian Second Division,2,True,0.8,
Panthrakikos,2010-01-11,Giannis Vazakas,Senior,Greek Super League,1,True,0.8,
AFC Tubize,2009-06-30,Jean-Louis Gateau-Legrand,Senior,Belgian Second Division,2,True,0.8,
RAEC Mons,2008-06-30,Jean-Louis Garcia,Senior,Belgian First Division,1,False,,
FC Brüssel,2008-01-22,Jan Facht,Senior,Belgian First Division,1,True,0.8,
La Louviere,2005-06-07,Gustave Dielna,Senior,Belgian First Division,1,True,0.8,
FC Gueugnon,2004-02-23,Jean-Luc Kotanyi,Senior,Ligue 2,Second Tier,True,0.8,
FC Metz,2001-11-30,Philippe Hinschberger,Senior,Ligue 1,1,True,0.8,
FC Metz B,2000-11-30,Jean-Luc Sadourny,Reserve,French Fourth Division,4,False,0.0,
Pau FC,2023-06-30,Bernard Diomède,Senior,Ligue 2,2,True,0.8,
AS Nancy,2018-10-27,Albert Cartier,Senior,Ligue 2,Second Tier,True,0.8,
FC Sion,2016-08-12,Massimo Rizzo,Senior,Swiss Super League,1,True,0.8,
LB Châteauroux,2013-10-28,Patrick Rémy,Senior,Ligue 2,Second Tier,True,0.8,
FC Sion,2010-05-21,Jean-Claude Richard,Senior,Swiss Super League,1,True,0.8,
Stade Reims,2008-12-25,Laurent Fournier,Senior,Ligue 2,Second Tier,True,0.8,
Lib.-St.-Seurin,2008-06-30,Jean-Luc Fournier,Senior,French Fourth Division,4,False,0.0,
FC Sion,2003-11-21,Jean-Claude Richard,Senior,Swiss Super League,1,True,0.8,
Vevey Sports,2003-06-30,Jean-Michel Berrard,Senior,Swiss Challenge League,2,False,0.0,
AS Nancy,2018-04-03,Albert Cartier,Senior,Ligue 2,Second Tier,True,0.8,
AS Nancy,2018-01-22,Pascal Dupraz,Senior,Ligue 2,2,True,0.8,
AS Nancy,2013-10-08,Pascal Dupraz,Senior,Ligue 1,1,True,0.8,
AS Nancy,2013-01-10,Pascal Dupraz,Senior,Ligue 1,1,True,0.8,
AS Nancy,2012-06-30,Pascal Dupraz,Senior,Ligue 1,1,True,0.8,
AS Nancy B,2007-06-30,Laurent Roussey,Reserve,Ligue 2,Second Tier,False,0.0,
Louh.-Cuiseaux,2002-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
AS Nancy B,1997-06-30,Jean-Louis Garcia,Reserve,French Fourth Division,4,False,0.0,
AS Nancy B,1993-06-30,Jean-Michel Léonard,Reserve,French Fourth Division,4,False,0.0,
US Chantilly,1992-06-30,Jean-Michel Bertrand,Senior,French Division 2,2,False,0.0,
Grenoble,2025-06-30,Pascal Dupraz,Senior,Ligue 2,2,False,0.0,
Hesperange,2021-09-20,Lucien Schaus,Senior,National Division,2,True,0.8,
FC Metz,2018-12-13,Frederic Antonetti,Senior,Ligue 1,1,False,0.0,
AS Nancy,2017-08-29,Pascal Dupraz,Senior,Ligue 2,2,True,0.8,
AS Nancy U19,2013-01-14,Jean-Louis Garcia,Youth,Ligue 1 U19,Youth,False,0.0,
RE Virton,2022-06-30,Jean-Luc Furlan,Senior,Belgian National Division 1,3,False,0.0,
AJ Auxerre,2019-03-18,Jean-Luc Vasseur,Senior,Ligue 2,2,True,0.8,
Évian,2012-09-03,Pascal Dupraz,Senior,Ligue 2,2,True,0.8,
AS Nancy,2011-06-05,Pierre Mosca,Senior,Ligue 1,1,True,0.8,
AS Nancy,2002-11-02,Pierre Moyers,Senior,Ligue 1,1,True,0.8,
Al-Gharafa SC,2017-12-28,Hassan Al-Jewair,Senior,Qatar Stars League,1,True,0.8,
Al-Khor SC,2017-05-09,Ahmed Al-Hamad,Senior,Qatar Stars League,1,True,0.8,
Montpellier,2013-12-05,René Girard,Senior,Ligue 1,1,True,0.8,
AJ Auxerre,2011-06-02,Laurent Guyot,Senior,Ligue 1,1,True,0.8,
Marseille,2006-06-30,Albert Emon,Senior,Ligue 1,1,True,0.8,
FC Metz,2005-06-30,Albert Cartier,Senior,Ligue 2,2,False,,
FC Sochaux,2002-06-30,Robert Nouvier,Senior,Ligue 1,1,True,0.8,
ES Sahel,1999-06-30,Mourad Lyazidi,Senior,Tunisian Ligue 1,1,False,,
Al-Nassr,1998-06-30,Hassan Kadar,Senior,Saudi Pro League,1,False,0.0,
Al-Wehda,1997-12-31,Mohammed Al-Kharashah,Senior,Saudi Pro League,1,False,0.0,
Al-Shaab,1997-06-30,Ahmed Fawzi,Senior,UAE Pro League,1,True,0.8,
Al-Nasr SC,1996-02-01,Carlos Alberto Parreira,Senior,Saudi Pro League,1,True,0.8,
LOSC Lille,1995-08-20,Jacky Bonnevay,Senior,Ligue 1,1,False,0.0,
Al-Nasr SC,1994-06-30,Jorge Solari,Senior,Saudi Pro League,1,False,0.0,
Marseille,1992-11-30,Abel Brault,Senior,Ligue 1,1,True,0.8,
OGC Nice,1990-12-31,Jean-Marc Valdor,Senior,Ligue 1,1,False,0.0,
Cannes,1990-06-30,Jean-Michel Léon,Senior,French Division 2,Second Tier,False,0.0,
Cannes,1985-06-30,Jean-Michel Larqué,Senior,French Division 2,Second Tier,True,0.8,
US Chaouia,2015-01-08,Mohamed Fakhir,Senior,Botola,1,True,0.8,
ASM Belfort,2013-12-10,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Al-Ain FC,2008-05-30,Goran Stevanović,Senior,UAE Pro League,1,True,0.8,
AS Nancy,2002-11-11,Pierre Moyers,Senior,Ligue 1,1,True,0.8,
AS Nancy B,2002-06-30,Robert Nouzaret,Senior,Ligue 1,1,False,,
SAS Epinal,1998-06-30,Jean-Luc Girard,Senior,French National,3,False,0.0,
O Charleville,1997-06-30,John Ryan,Senior,League of Ireland,First Tier,False,0.0,
Entente Chaumont,1991-06-30,Jean-Luc Girard,Senior,French Division 2,2,True,0.8,
Women's footbal,2015-07-05,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Bristol Academy"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Jay Bradford"",\n    ""end_of_spell"": ""2015-07-05"",\n    ""start_of_spell"": ""2012-07-01"",\n    ""league"": ""FA Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  },\n  {\n    ""club_name"": ""Doncaster Rovers Belles"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Neil Redfearn"",\n    ""end_of_spell"": ""2015-07-05"",\n    ""start_of_spell"": ""2012-07-01"",\n    ""league"": ""FA Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Liverpool Ladies"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Matt Beard"",\n    ""end_of_spell"": ""2015-07-05"",\n    ""start_of_spell"": ""2012-07-01"",\n    ""league"": ""FA Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  },\n  {\n    ""club_name"": ""Birmingham City Ladies"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Rebecca Valérie Houplin-Phillips"",\n    ""end_of_spell"": ""2015-07-05"",\n    ""start_of_spell"": ""2012-07-01"",\n    ""league"": ""FA Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  },\n  {\n    ""club_name"": ""Arsenal Ladies"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Laura Harvey"",\n    ""end_of_spell"": ""2015-07-05"",\n    ""start_of_spell"": ""2012-07-01"",\n    ""league"": ""FA Women\'s Super League"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  }'}}"
AS Nancy,2003-06-30,Gernot Rohr,Senior,Ligue 1,1,False,,
Le Havre AC,2000-06-30,Gernot Rohr,Senior,Ligue 2,2,False,0.0,
Guingamp,1999-02-15,Yvon Pouliquen,Senior,Ligue 1,1,False,0.0,
US Valenciennes,1992-08-28,Jean-Michel Van den Broeck,Senior,Ligue 2,Second Tier,True,0.8,
USL Dunkerque,1990-09-30,Jean-Michel Lescure,Senior,French Division 2,2,True,0.8,
Limoges FC,1985-06-30,Jean-Marc Guillou,Senior,French Division 2,2,False,0.0,
FC Sion,1999-06-30,Jean-Claude Cina,Senior,Swiss Super League,1,False,,
AS Nancy,1994-06-30,Jean-Louis Garcia,Senior,Ligue 2,2,True,0.8,
AS Nancy,1991-10-04,Jean-Michel Léonard,Senior,Ligue 2,Second Tier,False,0.0,
Wydad AC,2001-06-30,Moulay Anajjaa,Senior,Botola,1,True,0.8,
GFCO Ajaccio,1996-06-30,Jean-Louis Garcia,Senior,French Ligue 2,Second Tier,True,0.8,
Al-Taawoun,1995-06-30,Mohammed Al-Kharashah,Senior,Saudi Pro League,1,False,0.0,
Club Africain,1993-06-30,Mohamed Bouchaâa,Senior,Tunisian Ligue 1,1,False,0.0,
FC Gueugnon,1991-06-30,Jean-Luc Kotanyi,Senior,French Division 2,2,False,0.0,
Lens,1990-06-30,Jean-Louis Garcia,Senior,Ligue 1,1,False,0.0,
FC Metz,1989-06-30,Henri-Joseph Dewaquez,Senior,Ligue 1,1,False,0.0,
FC Metz U19,1984-06-30,Jean-Luc Sadourny,Youth,Youth League,Youth,False,0.0,
Amnéville,1978-06-30,Jean-Michel Léonard,Senior,French Division 3,3,False,0.0,
Talange,1971-06-30,Jean-Luc Fournier,Senior,French Fourth Division,4,True,0.8,
US Boulogne,1999-06-30,Jean-Luc Sadourny,Senior,French Division 2,2,False,,
US Valenciennes,1996-04-01,Jean-Michel Van den Boesch,Senior,Ligue 2,2,True,0.8,
SC Toulon Var,1993-03-01,Jean-Michel Cavalli,Senior,French Division 2,Second Tier,True,0.8,
Mulhouse S-A,1992-06-30,Jean-Luc Girard,Senior,French Division 2,2,False,0.0,
AS Nancy,1990-06-30,Jean-Michel Léonard,Senior,Ligue 2,2,False,0.0,
Limoges FC,1987-06-30,Jean-Marc Guillou,Senior,French Division 2,Second Tier,True,0.8,
Brest Armorique,1986-06-30,Jean-Louis Garcia,Senior,French Division 2,2,True,0.8,
Limoges FC,1984-06-30,Jean-Michel de los Santos,Senior,French Division 2,Second Tier,True,0.8,
Blois Foot 41,1981-06-30,Jean-Michel Léonard,Senior,French Division 2,2,False,0.0,
Stade Quimper,1978-06-30,Jean-Louis Gomis,Senior,French Division 2,Second Tier,True,0.8,
AS Nancy,1984-06-30,Jean-Michel Léonard,Senior,Ligue 2,2,False,0.0,
AS Nancy,1982-06-30,Jean-Michel Léonard,Senior,Ligue 1,1,True,0.8,
RC Franc-Comtois,1980-04-01,Jean-Michel Masson,Senior,CFA,5,True,0.8,
FC Metz,1978-06-30,Henri Zernik,Senior,Ligue 1,1,False,0.0,
FC Metz,1974-10-18,Jean-Louis Schvartz,Senior,Ligue 1,1,True,0.8,
AS Aulnoye,1974-06-30,Jean-Luc Fournier,Senior,French Division 3,Third Tier,True,0.8,
US Boulogne,1973-06-30,Jean-Louis Schuth,Senior,French Division 2,2,False,,
Mulhouse,1972-12-31,Jean-Michel Atteuergue,Senior,French Division 2,2,False,0.0,
LB Châteauroux,1967-06-30,Jean-Michel Aubert,Senior,French Division 2,2,False,0.0,
AS Nancy,1965-06-30,Jean-Louis Schvartz,Senior,French Division 1,1,False,0.0,
T.F.C.,1964-06-30,Danny Blanchflower,Senior,English First Division,1,False,,
Marseille,2023-06-30,André Villas-Boas,Senior,Ligue 1,1,False,0.0,
Hellas Verona,2022-05-28,Ivan Jurić,Senior,Serie A,1,True,0.8,
Juventus,2021-05-28,Andrea Pirlo,Senior,Serie A,1,True,0.8,
Hajduk Split,2020-08-21,Jozo Matošić,Senior,Prva HNL,1,True,0.8,
Udinese Calcio,2019-11-01,Ludoggio,Senior,Serie A,1,True,0.8,
Udinese Calcio,2018-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Udinese Calcio"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Luis Enrique"",\n    ""end_of_spell"": ""2016-01-23"",\n    ""start_of_spell"": ""2012-06-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Udinese Calcio"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Andrea Stramaccioni"",\n    ""end_of_spell"": ""2014-06-30"",\n    ""start_of_spell"": ""2012-06-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  },\n  {\n    ""club_name"": ""Udinese Calcio"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Francesco Guidolin"",\n    ""end_of_spell"": ""2014-06-30"",\n    ""start_of_spell"": ""2010-06-01"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.6\n  }'}}"
Galatasaray,2017-12-18,Jan Olde Riekerink,Senior,Turkish Süper Lig,1,True,0.8,
Karabükspor,2017-02-14,Yücel Uyar,Senior,Turkish Super League,1,True,0.8,
PAOK Salonika,2016-03-09,Fernando Santos,Senior,Greek Super League,1,False,0.0,
Hajduk Split,2015-02-04,Mišo Krstičić,Senior,Prva HNL,1,True,0.8,
Hajduk U17,2013-04-28,Ivo Tonevski,Youth,Croatian U17 League,Youth,False,0.0,
Hajduk Yth.,2012-06-30,Ivo Tonev,Youth,Croatian Youth League,Youth,False,0.0,
Hajduk Split,2010-02-12,Luka Bonacic,Senior,Prva HNL,1,True,0.8,
Marseille,2022-04-25,André Villas-Boas,Senior,Ligue 1,1,True,0.8,
AM Football,2014-06-03,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""AFC Wimbledon"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Terry Brown"",\n    ""end_of_spell"": ""2011-12-23"",\n    ""start_of_spell"": ""2009-03-01"",\n    ""league"": ""League Two"",\n    ""tier"": ""4"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""AFC Wimbledon"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Neal Ardley"",\n    ""end_of_spell"": ""2014-06-03"",\n    ""start_of_spell"": ""2012-03-01"",\n    ""league"": ""League Two"",\n    ""tier"": ""4"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.2\n  }'}}"
R. Strasbourg,2007-05-30,Jean-Marc Furlan,Senior,Ligue 1,1,True,0.8,
Le Havre B,2004-05-30,Olivier Frapolli,Reserve,French Fourth Division,4,False,0.0,
Cannes,1998-06-01,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Rouen,1995-06-01,Jean-Luc Kotanyi,Senior,Ligue 2,Second Tier,True,0.8,
Olympiacos,2023-06-30,Pedro Martins,Senior,Greek Super League,1,False,0.0,
Nottm Forest,2020-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Nottingham Forest"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Sabri Lamouchi"",\n    ""end_of_spell"": ""2020-06-30"",\n    ""start_of_spell"": ""2019-06-28"",\n    ""league"": ""English Football League Championship"",\n    ""tier"": ""2"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Nottingham Forest"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Martin O\'Neill"",\n    ""end_of_spell"": ""2019-06-28"",\n    ""start_of_spell"": ""2017-01-09"",\n    ""league"": ""English Football League Championship"",\n    ""tier"": ""2"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  },\n  {\n    ""club_name"": ""Nottingham Forest"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Mark Warburton"",\n    ""end_of_spell"": ""2017-03-14"",\n    ""start_of_spell"": ""2012-08-05"",\n    ""league"": ""English Football League Championship"",\n    ""tier"": ""2"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.9\n  }'}}"
Panionios,2018-12-02,Anastasios Maniatis,Senior,Greek Super League,1,True,0.8,
APO Levadiakos,2018-06-30,Sakis Tsiolis,Senior,Greek Super League,1,True,0.8,
Esperance,2015-08-22,Faouzi Benzarti,Senior,Tunisian Ligue 1,1,True,0.8,
Marseille,2015-06-19,José Anigo,Senior,Ligue 1,1,True,0.8,
Marseille,2014-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Olympique de Marseille"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Didier Deschamps"",\n    ""end_of_spell"": ""2012-12-13"",\n    ""start_of_spell"": ""2009-01-01"",\n    ""league"": ""Ligue 1"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Olympique de Marseille"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Élie Baup"",\n    ""end_of_spell"": ""2012-12-13"",\n    ""start_of_spell"": ""2011-12-06"",\n    ""league"": ""Ligue 1"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  }'}}"
Marseille,2004-11-22,Albert Emon,Senior,Ligue 1,1,True,0.8,
Marseille,2001-08-24,Robert Nouzaret,Senior,Ligue 1,1,True,0.8,
GS Consolat M.,1997-06-30,Joan Carrillo,Senior,Tercera Divisió,4,False,0.0,
Endoume,1996-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
AC Ajaccio,2013-05-28,Albert Emon,Senior,Ligue 1,1,True,0.8,
Cannes,2011-01-31,Jean-Michel Cavalli,Senior,French National,4,True,0.8,
Marseille,2007-09-25,Albert Emon,Senior,Ligue 1,1,True,0.8,
Marseille,2006-06-20,Albert Emon,Senior,Ligue 1,1,True,0.8,
Marseille B,2004-06-30,Albert Emon,Reserve,French Fourth Division,4,True,0.8,
Marseille,2003-12-31,Albert Emon,Senior,Ligue 1,1,True,0.8,
Marseille,2002-06-30,Robert Nouzaret,Senior,Ligue 1,1,True,0.8,
Marseille,2001-08-30,Robert Nouzaret,Senior,Ligue 1,1,True,0.8,
Marseille,2000-11-25,Robert Nouzaret,Senior,Ligue 1,1,True,0.8,
Marseille B,2001-12-09,Albert Emon,Reserve,French Fourth Division,4,True,0.8,
SC Toulon 83,1997-11-01,Jean-Michel Cavalli,Senior,French Ligue 2,Second Tier,True,0.8,
OGC Nice,1996-08-01,Gernot Rohr,Senior,Ligue 1,1,True,0.8,
OGC Nice,1992-10-31,Jean-Marc Phlipponneau,Senior,Ligue 1,1,True,0.8,
PVF F. Acad.,2021-05-31,Nguyễn Trọng Hoàng,Youth,Vietnam Youth Football Championship,Youth,False,0.0,
CQ Dangdai Lif.,2018-05-09,Li Ming,Senior,Chinese Super League,1,True,0.8,
HZ Greentown,2015-07-02,Wu Jinggui,Senior,Chinese Super League,1,True,0.8,
CS Sfaxien,2014-09-28,Mourad Okbi,Senior,Tunisian Ligue 1,1,True,0.8,
SZ Ruby,2013-11-06,György Margitics,Senior,Nemzeti Bajnokság II,Second Tier,True,0.8,
FC Ryukyu,2010-12-31,Kazuhisa Iijima,Senior,J3 League,Third Tier,False,0.0,
FAR Rabat,2007-12-31,Moulay Anass,Senior,Botola,1,False,0.0,
Marseille,2005-06-01,Albert Emon,Senior,Ligue 1,1,True,0.8,
FUS Rabat,1997-03-01,Mohamed Bekkai,Senior,Botola,1,False,0.0,
Kaizer Chiefs,1994-06-30,Moodie Pienaar,Senior,South African Premier Division,1,True,0.8,
ASEC Mimosas,1992-12-01,Mamadou Coulibaly,Senior,Côte d'Ivoire Premier Division,1,False,0.0,
US Créteil,1989-10-01,Jean-Michel Léonard,Senior,French Division 2,2,False,0.0,
AS Red Star 93,1989-06-30,Tomi Skoblar,Senior,First League of Yugoslavia,1,False,0.0,
US Alençon,1987-06-30,Jean-Luc Girard,Senior,French Division 3,Third Tier,False,0.0,
INF Vichy,1984-06-30,Jean-Michel Léon,Senior,French Division 3,3,True,0.8,
Fluminense,2022-04-28,Marcio Bittencourt,Senior,Campeonato Brasileiro,1,True,0.8,
FC Lugano,2021-09-01,Diego Maradona,Senior,Swiss Super League,1,True,0.8,
Internacional,2021-02-28,Fernando Costa,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Vasco da Gama,2020-03-16,Gabriel Uchoa,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Cruzeiro,2019-11-29,Abel Braga,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Flamengo,2019-05-29,Jorge Jesus,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Fluminense,2018-06-16,Marcio Bittencourt,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Al-Jazira,2015-12-12,Henk ten Cate,Senior,UAE Pro League,1,True,0.8,
Internacional,2014-12-31,Fernando Costa,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Fluminense,2013-07-29,Muricy Ramalho,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Al-Jazira,2011-06-07,Bruno Metsu,Senior,UAE Pro League,1,True,0.8,
Internacional,2008-06-01,Péricles Chamusca,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Internacional,2007-04-24,Paulo Autuori,Senior,Campeonato Brasileiro,1,True,0.8,
Fluminense,2005-12-10,João Francisco,Senior,Campeonato Brasileiro,1,True,0.8,
Flamengo,2004-07-31,Agustín Valentín Rossi,Senior,Campeonato Brasileiro Série A,1,True,0.8,
Ponte Preta,2003-12-31,Evaristo de Macedo,Senior,Campeonato Brasileiro Série A,1,False,,
Marseille,2000-11-17,Robert Nouzaret,Senior,Ligue 1,1,True,0.8,
Vitória Setúbal,1995-02-26,João Alves,Senior,Primeira Liga,1,True,0.8,
Rio Ave,1994-10-02,João Alves,Senior,Primeira Liga,1,True,0.8,
Belenenses,1993-10-17,João Maria,Senior,Primeira Liga,1,True,0.8,
Rio Ave,1986-05-05,João Alves,Senior,Primeira Liga,1,True,0.8,
RSC Charleroi,2013-03-18,Jacky Mathijssen,Senior,Belgian Pro League,1,True,0.8,
RSC Charleroi,2013-07-16,Jacky Mathijssen,Senior,Belgian Pro League,1,True,0.8,
RSC Charleroi,2011-06-30,Jacky Mathijssen,Senior,Belgian Pro League,1,True,0.8,
CS Sfaxien,2010-06-14,Mourad Okbi,Senior,Tunisian Ligue 1,1,True,0.8,
Al-Shaab,2009-06-30,Ahmed Fawzi,Senior,UAE Pro League,1,False,0.0,
Ittihad Club,2005-03-15,Miroslav Blažević,Senior,Saudi Pro League,1,True,0.8,
Al-Sadd SC,2004-06-30,Héctor Parriera,Senior,Qatar Stars League,1,False,0.0,
RSC Charleroi,1999-12-08,Jean-Marc Fournier,Senior,Belgian First Division,Tier 1,False,0.0,
Standard Liège,1998-06-30,Jean-Michel Plaskie,Senior,Belgian First Division,1,False,0.0,
Genclerbirligi,1997-11-17,Todor Veselinović,Senior,Turkish Super League,1,True,0.8,
RSC Charleroi,1997-06-30,Jean-Marc Fournier,Senior,Belgian First Division,1,True,0.8,
Marseille,1995-06-30,Abel Brault,Senior,Ligue 1,1,True,0.8,
KRC Genk,1994-01-19,René Vandereycken,Senior,Belgian First Division,1,False,0.0,
RSC Anderlecht,1993-01-13,Tomislav Ivić,Senior,Belgian Pro League,1,True,0.8,
RSC Charleroi,1992-06-30,Jean-Marc Fournier,Senior,Belgian First Division,1,True,0.8,
Olympique Alès,2000-06-30,Jean-Luc Laurent,Senior,French Division 2,Second Tier,True,0.8,
FC Sète 34,1997-06-30,Jean-Luc Fournier,Senior,French Division 2,Second Tier,False,0.0,
Ol. Avignon,1976-06-30,Jean-Michel Lacoste,Senior,French Division 2,2,True,0.8,
Zaglebie Lubin,2003-12-23,Marian Ostrowski,Senior,Ekstraklasa,1,True,0.8,
Wydad AC,2003-06-30,Moulay Anuar,Senior,Botola,1,True,0.8,
Slavia Sofia,2003-05-14,Ivan Vutsov,Senior,Bulgarian First League,1,True,0.8,
Slavia Sofia,2000-11-23,Ivan Vutsov,Senior,Bulgarian First League,1,True,0.8,
Sutjeska Niksic,2000-05-29,Miloš Đukić,Senior,Montenegrin First League,2,True,0.8,
Marseille,1986-06-30,Abel Brault,Senior,French Division 1,1,True,0.8,
Marseille,1984-10-09,Abel Brault,Senior,Ligue 1,1,True,0.8,
