club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
MTK Budapest,1960-10-20,Lajos Teperi,Senior,Hungarian League,1,False,0.0,
MTK Budapest,1959-06-30,Lajos Teperi,Senior,Hungarian League,1,True,0.8,
Székesfehérvár,1958-12-31,József Mészáros,Senior,Hungarian First Division,1,False,0.0,
Modena,1960-06-30,Giuseppe Viani,Senior,Serie C,Third Tier,False,0.0,
Taranto,1959-06-30,G. Venturi,Senior,Serie C,3,True,0.8,
Genoa,1956-06-30,Guglielmo Reja,Senior,Serie A,1,False,0.0,
Modena,1955-06-30,Giuseppe Viani,Senior,Serie B,2,False,0.0,
Empoli,1950-06-30,Giovanni Battista Fabbri,Senior,Serie B,2,True,0.8,
Fiorentina,1947-01-26,Gyula Lelkes,Senior,Serie A,1,True,0.8,
Legnano,1954-06-30,Giovanni Battista Fabbri,Senior,Serie C,3,False,0.0,
Brescia,1953-06-30,Mario Perazzetti,Senior,Serie B,2,True,0.8,
Bologna,1952-05-19,Giuseppe Galluzzi,Senior,Serie A,1,False,0.0,
Sampdoria,1951-04-01,Giuseppe Galluzzi,Senior,Italian Serie A,1,True,0.8,
Livorno,1950-06-30,Giuseppe Galluzzi,Senior,Serie B,2,True,0.8,
Legnano,1949-06-30,Giuseppe Viani,Senior,Serie B,2,False,0.0,
Sampdoria,1947-04-23,Adolfo Baloncieri,Senior,Italian Serie A,1,False,0.0,
Fiorentina,1945-06-30,Gyula Lelkes,Senior,Serie A,1,False,0.0,
AC Bellinzona,1957-06-30,Giovanni Varglien,Senior,Swiss Football League,Tier 1,False,0.0,
Cossato,1956-06-30,Giuseppe Moretti,Senior,Italian Serie C,Third Tier,False,0.0,
Casale,1955-06-30,Giuseppe Viani,Senior,Italian Serie C,3,False,0.0,
Cossato,1953-06-30,Giuseppe Moretti,Senior,Italian Serie C,Third Tier,False,0.0,
Pro Vercelli,1951-06-30,Giuseppe Viani,Senior,Italian Serie B,2,False,0.0,
Ivrea,1950-06-30,Giuseppe Moretti,Senior,Italian Serie C,3,False,0.0,
Gallarate,1945-06-30,Giuseppe Viani,Senior,Italian Serie C,Third Tier,False,0.0,
Pro Vercelli,1942-06-30,Giuseppe Galluzzi,Senior,Italian Football Championship,1,True,0.8,
Triestina,1941-06-30,Giuseppe Moretti,Senior,Serie B,2,True,0.8,
Fiorentina,1940-01-22,Gyula Lelkes,Senior,Serie A,1,True,0.8,
Alessandria,1938-06-30,Giovanni Battista Reina,Senior,Serie B,2,False,0.0,
Novara,1936-12-04,Ferruccio Novo,Senior,Italian Football Championship,First Tier,True,0.8,
Alessandria,1936-04-06,Vittorio Mosele,Senior,Italian Football Championship,First Tier,False,0.0,
Alessandria,1935-06-30,Giovanni Battista Rebaudengo de' Rossi,Senior,Serie B,2,False,0.0,
Vigevano,1934-06-30,Giuseppe Moretti,Senior,Italian Football Championship,Seconda Divisione,False,0.0,
Monfalcone,1932-06-30,Giuseppe Capozzi,Senior,Italian Football Championship,Seconda Divisione,False,0.0,
Triestina,1930-06-30,Giuseppe Capozzi,Senior,Italian Football Championship,Tier 1,True,0.8,
Pro Vercelli,1928-06-30,Ferruccio Novo,Senior,Italian Football Championship,1,False,0.0,
Fiorentina,1938-02-06,Gyula Lelkes,Senior,Serie A,1,True,0.8,
Fiorentina,1933-11-12,Gyula Lelovich,Senior,Italian Football Championship,1,True,0.8,
Livorno,1929-06-30,Giovanni Battistoni,Senior,Italian Football Championship,Tier 1,True,0.8,
Oroszlány,1958-06-30,József Mészáros,Senior,Hungarian League,Second Tier,False,0.0,
Jászberény,1955-12-31,Ferenc Szusza,Senior,Hungarian League,First Tier,False,0.0,
Egerszegi VM,1953-10-15,Gyula Rátkai,Senior,Hungarian League,First Tier,False,0.0,
PVSK,1952-12-31,Ferenc Puskás,Senior,Hungarian First League,1,False,0.0,
FC Nagykanizsa,1950-06-30,József Mándi,Senior,Hungarian First League,1,True,0.8,
Újpesti MTE,1947-06-30,Ferenc Plemel,Senior,Hungarian League,First Tier,True,0.8,
Kőbányai Bar.,1946-07-31,Ferenc Puskás,Senior,Hungarian League,First Tier,False,0.0,
 Textiles SE,1946-04-05,Harry Parkhouse,Senior,English Football League Third Division South,3,False,0.0,
Bp. MÁVAG,1944-12-31,Ferenc Pataki,Senior,Hungarian League,Tier 1,True,0.8,
Diósgyőr,1942-11-02,József Braun,Senior,Hungarian First League,1,True,0.8,
AC Pisa,1938-12-31,Giuseppe Moretti,Senior,Serie C,Third Tier,False,0.0,
Napoli,1936-06-30,Bíró Kálmán,Senior,Italian Football Championship,1,True,0.8,
Palermo,1935-06-30,Giovanni Battista Galluzzi,Senior,Serie B,2,True,0.8,
Triestina,1934-06-30,Giuseppe Moretti,Senior,Serie B,2,False,0.0,
Montevarchi,1931-06-30,Giuseppe Moretti,Senior,Italian Football Championship,Tier 2,True,0.8,
Fiorentina,1930-06-30,Gyula Kertész,Senior,Italian Football Championship,1,True,0.8,
Miskolci MKASE,1925-06-30,József Kárpáti,Senior,Hungarian League,Tier 1,True,0.8,
Diósgyőri AC,1925-06-30,József Braun,Senior,Hungarian League,Tier 1,False,0.0,
Piacenza,2024-06-30,Fabrizio Castori,Senior,Serie C,4,True,0.8,
Ghiviborgo,2023-06-27,Giovanni Simeone,Senior,Serie C,3,True,0.8,
Carrarese,2021-04-11,Massimo Morgia,Senior,Serie C,Third Tier,True,0.8,
Pergolettese,2024-06-30,Gianluca Zambrotta,Senior,Serie D,4,False,0.0,
Piacenza,2023-06-30,Fabrizio Castori,Senior,Serie C,Third Tier,False,0.0,
Piacenza U19,2023-02-18,Alessandro Nesta,Youth,Italian Youth League,Tier 3,False,0.4,
Alessandria U19,2022-06-12,Alessandro Calori,Youth,Italian Youth League,Tier 4,False,0.0,
Monza Giovanili,2021-06-30,Gianluca Zambrotta,Youth,Italian Youth League,Youth,False,0.0,
Vigor Carpaneto,2019-06-30,Gianluca Albertini,Senior,Serie D,4,False,0.0,
Piacenza,2023-02-18,Alessandro Nesta,Senior,Serie C,Third Tier,True,0.8,
Piacenza,2022-05-20,Alessandro D'Attili,Senior,Serie C,Third Tier,True,0.8,
Alessandria,2020-01-19,Eusebio Di Francesco,Senior,Serie A,1,True,0.8,
Cuneo,2019-06-10,Gianluca Atzeni,Senior,Serie D,4,True,0.8,
Casertana,2017-10-01,Gennaro Potenza,Senior,Serie C,4,True,0.8,
Robur Siena,2017-06-30,Marco Panini,Senior,Serie C,4,True,0.8,
Pro Vercelli,2015-10-11,Massimo Rastelli,Senior,Serie C,4,True,0.8,
ProVercelli U19,2013-06-12,Gianluca Atzori,Youth,Italian Youth League,Youth,False,0.0,
Pro Vercelli,2011-06-30,Gianluca Atzori,Senior,Serie C1,3,True,0.8,
Pro Belvedere,2010-06-30,Giovanni Fontana,Senior,Serie D,4,True,0.8,
Castellanzese,2024-06-30,Gianluca Atzeni,Senior,Serie D,4,True,0.8,
Piacenza,2022-10-03,Alessandro Diamanti,Senior,Serie C,4,True,0.8,
Caronnese,2022-05-31,Gianluca Festa,Senior,Serie D,4,False,0.0,
Club Milano,2021-06-30,Giovanni Trapattoni,Senior,Serie A,1,False,0.0,
Borgo S.Donnino,2020-06-30,Gianluca Albertini,Senior,Serie D,4,False,0.0,
Cosenza U17,2019-06-30,Gianluca Grassadonia,Youth,Italian Youth League,Youth,False,0.0,
Cosenza Yth.,2018-06-30,Gianluca Grassadonia,Youth,Italian Youth League,Youth,False,0.0,
Chieri,2022-04-27,Gianluca Festa,Senior,Serie D,4,True,0.8,
Piacenza,2021-01-25,Alessandro Diamanti,Senior,Serie C,4,True,0.8,
Legnano,2020-01-05,Gianluca Albertini,Senior,Serie D,4,True,0.8,
Chieri,2019-06-22,Gianluca Grasseli,Senior,Serie D,4,True,0.8,
Borgosesia,2015-05-21,Gianluca Silvestri,Senior,Serie D,4,True,0.8,
Como U19,2012-06-30,Gianluca Albertini,Youth,Italian Youth Championship,Youth,False,0.0,
Novara Youth,2011-06-30,Gianluca Grassadonia,Youth,Italian Youth League,Youth,False,0.0,
Pro Collegno,2008-06-30,Giancarlo Favarin,Senior,Serie D,4,False,0.0,
Bacigalupo,2005-06-30,Juan Carlos Blengio,Senior,Argentine Primera División,1,False,0.0,
Lumezzane,2024-06-30,Gianluca Atzori,Senior,Serie D,4,False,0.0,
Seregno,2021-02-26,Gianluca Albertini,Senior,Serie D,4,True,0.8,
Piacenza,2020-06-21,Alessandro D'Attili,Senior,Serie C,4,True,0.8,
Pro Piacenza,2015-06-14,Gianluca Pagliuca,Senior,Serie D,4,True,0.8,
BettolaPonte,2013-06-30,Giovanni Battista,Senior,Serie D,4,True,0.8,
Fidenza,2009-01-09,Giorgio Roselli,Senior,Serie D,4,True,0.8,
Città Varese,2023-02-21,Michele Di Biagio,Senior,Serie C,4,True,0.8,
Lecco,2022-05-11,Fernando Collauto,Senior,Serie C,4,True,0.8,
Pergolettese,2021-04-13,Gianluca Zambrotta,Senior,Serie D,4,True,0.8,
Savona,2020-06-30,Gianluca Atzori,Senior,Serie D,4,True,0.8,
Trento,2019-01-14,Gianluca Grassi,Senior,Serie D,4,True,0.8,
Pergolettese,2018-06-30,Gianluca Colombo,Senior,Serie D,4,False,0.0,
Lumezzane,2017-02-09,Gianluca Atzori,Senior,Serie C,4,True,0.8,
Lecco,2016-06-30,Gianluca Colombo,Senior,Serie D,4,True,0.8,
Virtus Bergamo,2015-10-05,Gianluca Atzeni,Senior,Serie D,4,True,0.8,
Piacenza,2015-06-15,Gianluca Grassadonia,Senior,Serie D,4,True,0.8,
Alzano Cene,2015-01-05,Gianluca Di Gennaro,Senior,Serie D,4,True,0.8,
Trento,2013-06-30,Gianluca Grassi,Senior,Serie D,4,True,0.8,
Seregno,2012-06-30,Gianluca Graziani,Senior,Serie D,4,True,0.8,
Darfo Boario,2011-04-18,Gianluca Viroli,Senior,Serie D,4,True,0.8,
Arezzo,2007-10-30,Giancarlo Cecconi,Senior,Serie C1,3,True,0.8,
Brescia U19,2007-06-30,Giancarlo Favarin,Youth,Italian Youth Championship,Youth,False,0.0,
Cremapergo,1999-06-30,Giovanni Trapattoni,Senior,Serie A,1,False,0.0,
Foligno Calcio,2022-04-05,Daniele De Santis,Senior,Serie D,4,True,0.8,
Foligno Calcio,2021-11-08,Daniele De Lucia,Senior,Serie D,4,True,0.8,
Lucchese,2020-10-23,Fernando Filorippo,Senior,Serie D,4,True,0.8,
Fabriano,2018-06-12,Gianluca Atzeni,Senior,Serie D,4,True,0.8,
Prato,2017-06-30,Gianluca Albertelli,Senior,Serie D,4,True,0.8,
Pro Sesto,2016-06-30,Gianluca Silvestri,Senior,Serie D,4,True,0.8,
Piacenza,2015-01-04,Gianluca Grassadonia,Senior,Serie D,4,True,0.8,
Foligno,2013-02-25,Daniele De Santis,Senior,Serie C1,4,True,0.8,
Piacenza,2012-06-15,Gianluca Grassadonia,Senior,Serie B,2,True,0.8,
Carrarese,2011-06-30,Gianluca Pagliuca,Senior,Serie C1,Third Tier,True,0.8,
Potenza SC,2009-10-22,Gianluca Silvestri,Senior,Serie C1,3,True,0.8,
Ancona,2009-05-03,Giancarlo Favarin,Senior,Serie C1,3,True,0.8,
Ancona,2006-12-20,Giancarlo Cecconi,Senior,Serie C1,Third Tier,True,0.8,
Lanciano,2006-06-06,Giancarlo Fava,Senior,Serie C1,3,True,0.8,
Ascoli U19,2005-06-08,Giancarlo Fava,Youth,Italian Youth Championship,Youth,False,0.0,
Lucchese,2001-06-30,Giancarlo Favarin,Senior,Serie C2,4,True,0.8,
Ascoli,2025-06-30,Gianluca Pagliuca,Senior,Serie C,4,True,0.8,
Cosenza,2023-06-30,Alfredo Aglietti,Senior,Serie B,2,True,0.8,
Cesena,2022-06-18,Massimo Fustinoni,Senior,Serie C,3,True,0.8,
Novara,2019-06-30,Attilio Tesser,Senior,Serie C,3,True,0.8,
Novara,2019-02-19,Attilio Tesser,Senior,Serie B,2,True,0.8,
Cuneo,2018-06-30,Gianluca Atzeni,Senior,Serie D,4,True,0.8,
Südtirol,2017-03-13,Giovanni Bucaro,Senior,Serie D,4,True,0.8,
Pro Piacenza,2016-06-30,Gianluca Pagliuca,Senior,Serie D,4,True,0.8,
Piacenza,2014-06-30,Gianluca Grassadonia,Senior,Serie D,4,True,0.8,
Lupa Piacenza,2013-10-29,Gianluca Silvestri,Senior,Serie D,4,True,0.8,
Parma FC Youth,2012-06-30,Gian Piero Gasperini,Youth,Italian Youth League,Youth,False,,
Fiorenzuola,2011-06-30,Gianluca Pagliuca,Senior,Serie D,4,False,0.0,
SPAL,2022-10-09,Luis Milla,Senior,Serie B,2,True,0.8,
Cittadella,2021-06-29,Massimo Drago,Senior,Serie C,3,False,0.0,
Pergolettese,2015-06-30,Gianluca Vaciago,Senior,Serie D,4,True,0.8,
Piacenza,2014-01-08,Gianluca Atzeni,Senior,Serie C1,Third Tier,True,0.8,
Castellana,2013-05-27,Juan Carlos Garrido,Senior,Segunda División B,3,True,0.8,
Cremonese,2010-06-21,Attilio Tesser,Senior,Serie B,2,True,0.8,
Cremonese,2009-03-25,Giovanni Fontana,Senior,Serie C1,3,True,0.8,
AS Pizzighettone,2006-09-19,Gianluca Vialli,Senior,Serie C2,4,True,0.8,
Alessandria,2023-06-30,Pietro Sala,Senior,Serie C,3,True,0.8,
Alessandria,2022-06-30,Giovanni Simeone,Senior,Serie A,1,True,0.8,
Catanzaro,2021-06-18,Gennaro Potenza,Senior,Serie C,3,True,0.8,
Monopoli ,2020-07-14,Giuseppe Palena,Senior,Serie C,4,True,0.8,
Alessandria,2019-03-01,Massimo Rastelli,Senior,Serie C,3,True,0.8,
Cosenza,2016-12-31,Giuseppe Galderisi,Senior,Serie C,3,True,0.8,
Piacenza,2016-06-13,Gianluca Grassadonia,Senior,Serie D,4,True,0.8,
Piacenza,2015-05-25,Gianluca Grassadonia,Senior,Serie D,4,True,0.8,
Pavia,2013-06-30,Gianluca Albertini,Senior,Serie D,4,True,0.8,
Piacenza,2011-08-22,Giancarlo Camolelli,Senior,Serie B,2,True,0.8,
Piacenza U19,2011-08-04,Gianluca Atzeni,Youth,Italian Youth League,Youth,True,0.8,
Fanfulla,2010-06-30,Gianluca Albertini,Senior,Serie D,4,True,0.8,
Inter U19,2021-06-30,Andrea Ottaviani,Youth,Italian Youth League,Youth,False,0.0,
Virtus Bergamo,2018-06-30,Gianluca Colombo,Senior,Serie D,4,False,0.0,
UC AlbinoLeffe,2013-12-27,Gianluca Pagliuca,Senior,Serie B,2,True,0.8,
Portosummaga,2013-06-30,Giovanni Trapattoni,Senior,Portuguese Second Division,2,True,0.8,
AS Livorno,2012-05-06,Davide Nicola,Senior,Serie A,1,True,0.8,
Piacenza,2011-06-30,Giancarlo Camolelli,Senior,Serie B,2,True,0.8,
UC AlbinoLeffe,2009-09-28,Gianluca Pagliuca,Senior,Serie B,2,False,,
AlbinoLeffe U19,2008-05-25,Gianluca Pagliuca,Youth,Italian Youth League,Youth,False,0.0,
AlbinoLeffe Y.,2006-06-30,Giancarlo Favarin,Senior,Serie C1,3,False,,
Alzano Virescit,2003-06-30,Giorgio Puia,Senior,Serie D,4,True,0.8,
Foggia,2023-03-25,Giuseppe Pillon,Senior,Serie C,3,True,0.8,
Potenza,2020-11-02,Gennaro Potenza,Senior,Serie C,4,True,0.8,
Catanzaro,2016-10-20,Gennaro Ionni,Senior,Serie C,3,True,0.8,
Latina Calcio,2016-02-28,Davide Nicola,Senior,Serie B,2,True,0.8,
Salernitana,2014-08-18,Giovanni Bucaro,Senior,Serie C1,3,True,0.8,
Grosseto,2012-11-19,Fabrizio Castellani,Senior,Serie B,2,True,0.8,
Cosenza,2011-01-16,Giuseppe Papadopulo,Senior,Serie C1,3,True,0.8,
Triestina,2010-02-09,Gianluca Silvestri,Senior,Serie B,2,True,0.8,
Mantova,2009-06-30,Giancarlo Cecconi,Senior,Serie C1,3,True,0.8,
Piacenza,2008-06-02,Giovanni Bucaro,Senior,Serie B,2,True,0.8,
Brescia,2007-02-01,Carlo Corradini,Senior,Serie B,2,True,0.8,
Empoli,2006-01-19,Pierluigi Crippa,Senior,Serie A,1,True,0.8,
Arezzo,2004-06-30,Giuseppe Papadopulo,Senior,Serie C1,Third Tier,True,0.8,
Cavese,2003-06-30,Giovanni Bucaro,Senior,Serie C2,4,True,0.8,
Albalonga,2002-06-30,Gianluca Atzori,Senior,Serie C2,4,False,0.0,
Baracca Lugo,2000-06-30,Giuseppe Galderisi,Senior,Serie C2,4,True,0.8,
Terracina,1999-06-30,Giancarlo Fava,Senior,Serie C2,4,True,0.8,
Pro Cisterna,1998-06-30,Giovanni Trapattoni,Senior,Serie A,1,False,0.0,
Pistoiese,2017-03-01,Gianluca Pagliuca,Senior,Serie D,4,True,0.8,
Carrarese,2016-06-30,Massimo Morgia,Senior,Serie C,4,True,0.8,
Feralpisalò,2013-05-23,Gianluca Albertini,Senior,Serie D,4,True,0.8,
SPAL,2011-06-17,Gian Piero Gasperini,Senior,Serie B,2,True,0.8,
Hellas Verona,2010-05-10,Alberto Zaccheroni,Senior,Serie A,1,True,0.8,
Piacenza,2007-10-23,Giovanni Mannelli,Senior,Serie B,2,True,0.8,
Sassuolo,2007-06-30,Roberto Manfredini,Senior,Serie C1,Third Tier,False,,
US Canzese,2005-06-30,Giovanni Fontana,Senior,Serie C2,4,False,0.0,
Brescia Youth,2003-06-30,Carlo Corradini,Youth,Italian Youth League,Youth,False,0.0,
Cremapergo,2000-06-30,Giovanni Trapattoni,Senior,Serie A,1,False,0.0,
Legnano,1999-06-30,Giancarlo Favarin,Senior,Serie C2,4,True,0.8,
Legnano Youth,1998-06-30,Giorgio Puia,Youth,Italian Youth League,Youth,False,0.0,
Brescia,2017-06-30,Curtis Fleming,Senior,Serie B,2,True,0.8,
Sampdoria,2015-09-02,Siniša Mihajlović,Senior,Serie A,1,True,0.8,
Spezia Calcio,2013-06-30,Elio Rossi,Senior,Serie B,2,True,0.8,
Vicenza,2012-06-30,Giancarlo Favarin,Senior,Serie C1,Third Tier,True,0.8,
Vicenza,2012-03-04,Giancarlo Favarin,Senior,Serie C1,Third Tier,True,0.8,
Parma,2008-09-30,Pasinato,Senior,Serie A,1,True,0.8,
Empoli,2008-06-30,Pierluigi Crippa,Senior,Serie A,1,True,0.8,
Empoli,2007-11-26,Pierluigi Cancellieri,Senior,Serie A,1,True,0.8,
Catanzaro,2005-02-08,Giovanni Vignarelli,Senior,Serie C1,3,True,0.8,
Piacenza,2004-06-30,Giovanni Trapattoni,Senior,Serie A,1,False,0.0,
Sampdoria,2001-09-19,Luciano Spalletti,Senior,Serie A,1,True,0.8,
Salernitana,2000-06-30,Raffaele Novelli,Senior,Serie B,2,True,0.8,
Salernitana,2000-03-25,Raffaele Novelli,Senior,Serie B,2,True,0.8,
Genoa,1999-06-30,Luigi Radice,Senior,Serie A,1,True,0.8,
Hellas Verona,1998-04-04,Silvio Baldini,Senior,Serie A,1,True,0.8,
Piacenza,1996-06-30,Giovanni Galeone,Senior,Serie B,2,True,0.8,
Centese ,1990-06-30,Ferruccio Mazzola,Senior,Serie A,1,True,0.8,
Brescia U19,1989-06-30,Giancarlo Favarin,Youth,Italian Youth Championship,Youth,False,0.0,
Benevento,2023-06-30,Filippo Inzaghi,Senior,Serie B,2,False,0.0,
Gudja United FC,2023-04-10,Steve Borg,Senior,Maltese Premier League,1,True,0.8,
AS Livorno,2021-02-14,Davide Nicola,Senior,Serie B,2,True,0.8,
DC Motema Pembe,2019-01-01,Florent Ibenge,Senior,DR Congo Linafoot,1,False,0.0,
KF Skënderbeu,2017-01-03,Skënder Gjini,Senior,Kategoria Superiore,1,True,0.8,
FK Partizani,2016-05-31,Shpëtim Duro,Senior,Kategoria Superiore,1,True,0.8,
Varese,2013-06-30,Gianluca Pagliuca,Senior,Serie B,2,True,0.8,
Portosummaga,2011-06-30,Giovanni Trapattoni,Senior,Serie A,1,False,0.0,
Salernitana,2008-02-03,Giovanni Bucaro,Senior,Serie C1,3,True,0.8,
Triestina,2007-02-25,Giovanni Fontana,Senior,Serie C1,3,True,0.8,
FC Crotone,2005-04-19,Massimo Morgia,Senior,Serie C1,Third Tier,True,0.8,
Napoli,2003-11-09,Reja,Senior,Serie A,1,True,0.8,
Piacenza,2003-02-03,Giovanni Galeone,Senior,Serie A,1,True,0.8,
Ternana,2001-11-05,Giuseppe Papadopulo,Senior,Serie C1,Third Tier,True,0.8,
Pistoiese,2000-06-30,Giovanni Bucaro,Senior,Serie C1,Third Tier,True,0.8,
Mantova,1998-06-30,Giovanni Fontana,Senior,Serie C1,Third Tier,True,0.8,
Astrea,1997-06-30,Giovanni Trapattoni,Senior,Serie A,1,False,0.0,
Latina,1995-06-30,Giovanni Mazzei,Senior,Serie C1,3,True,0.8,
Cisco Lodigiani,1993-06-30,Cesare Maldini,Senior,Serie A,1,False,0.0,
Cossato,2024-06-30,Gianluca Festa,Senior,Italian Serie D,4,True,0.8,
Biellese,2018-10-08,Gianluca Festa,Senior,Serie D,4,True,0.8,
Savona,2016-09-30,Gianluca Atzori,Senior,Serie D,4,True,0.8,
Lumezzane,2015-03-12,Gianluca Atzori,Senior,Serie C,4,True,0.8,
Carrarese,2013-11-05,Gianluca Pagliuca,Senior,Serie D,4,True,0.8,
Pro Vercelli,2013-06-04,Gianluca Atzori,Senior,Serie D,4,True,0.8,
Pro Vercelli,2012-10-15,Massimo Paci,Senior,Serie D,4,True,0.8,
Rodengo Saiano,2010-02-03,Gianluca Albertini,Senior,Serie D,4,True,0.8,
Ivrea,2007-11-28,Giancarlo Favarin,Senior,Serie C2,4,True,0.8,
Pergocrema,2007-06-30,Luís Carlos Câmara,Senior,Serie C2,4,False,,
Rodengo Saiano,2005-06-30,Giancarlo Favarin,Senior,Serie D,5,False,0.0,
Pro Vercelli,2003-06-30,Giancarlo Finardi,Senior,Serie C2,4,True,0.8,
Piacenza,2000-06-30,Giovanni Bui,Senior,Serie B,2,True,0.8,
Piacenza U19,2000-06-30,Giancarlo Favarin,Youth,Italian Youth Championship,Youth,False,0.0,
Inter U19,2013-06-30,Andrea Mandorlini,Youth,Italian Youth League,Youth,False,0.0,
Inter Youth,2008-06-30,Andrea Mandorlini,Youth,Youth League,Youth,False,,
Inter U19,2006-06-30,Andrea Mandorlini,Youth,Italian Youth League,Youth,False,0.0,
Piacenza U19,2003-06-30,Giancarlo Favarin,Youth,Italian Youth Championship,Youth,False,0.0,
Piacenza Youth,2001-06-30,Giancarlo Favarin,Youth,Italian Youth League,Youth,False,0.0,
Piacenza Youth,1999-12-31,Giancarlo Favarin,Youth,Italian Youth League,Youth,False,0.0,
Treviso,2010-01-01,Roberto Bordin,Senior,Serie C1,Third Tier,True,0.8,
Sambenedettese,2009-06-30,Giancarlo Favarin,Senior,Serie D,4,True,0.8,
Foggia,2005-11-17,Giancarlo Camolese,Senior,Serie C1,3,True,0.8,
Andria,2005-06-30,Giovanni Bucaro,Senior,Serie C2,4,True,0.8,
Imolese,2004-06-30,Giovanni Varglien,Senior,Serie C2,4,True,0.8,
Arezzo,2003-01-01,Giuseppe Papadopulo,Senior,Serie C1,Third Tier,True,0.8,
Benevento,2002-06-30,Giovanni Vargas,Senior,Serie C1,Third Tier,True,0.8,
Ravenna,2001-03-06,Giovanni Boschin,Senior,Serie C1,Third Tier,True,0.8,
Reggiana,2000-06-30,Giovanni Boschin,Senior,Serie B,2,True,0.8,
Andria,1999-06-30,Giovanni Varglien,Senior,Serie C2,4,True,0.8,
US Palermo,1997-10-14,Giovanni Maiellaro,Senior,Serie A,1,True,0.8,
Calcio Monza,1997-03-18,Giorgio Mastropasqua,Senior,Serie C2,4,True,0.8,
Ravenna,1996-06-30,Giovanni Galeone,Senior,Serie C1,Third Tier,True,0.8,
Pescara,1994-12-10,Giovanni Maria Ferraris,Senior,Serie B,2,True,0.8,
AC Pisa,1993-08-17,Giovanni Trapattoni,Senior,Serie B,2,False,0.0,
Andria,1993-06-30,Giovanni Varglien,Senior,Serie C1,Third Tier,True,0.8,
Sambenedettese,1992-06-30,Giovanni Fontana,Senior,Serie C1,3,True,0.8,
Piacenza,1990-06-30,Giancarlo Cadè,Senior,Serie C1,Third Tier,True,0.8,
Palermo,1989-06-30,Giovanni Maiellaro,Senior,Serie B,2,True,0.8,
Barletta CS,1988-06-30,Giovanni Maiellaro,Senior,Serie C2,4,True,0.8,
Barletta CS,1987-10-17,Giovanni Maiellaro,Senior,Serie C2,4,True,0.8,
Francavilla,1987-06-30,Giovanni Maria,Senior,Serie C2,4,True,0.8,
Teramo,1986-06-30,Giovanni Meregalli,Senior,Serie C1,Third Tier,True,0.8,
Lucchese,1985-06-30,Giovanni Meregalli,Senior,Serie C1,3,False,0.0,
Teramo,1984-06-30,Giovanni Meregalli,Senior,Serie C1,Third Tier,True,0.8,
Mestre,1983-06-30,Giovanni Pellegrini,Senior,Serie C2,4,True,0.8,
Forlì,1981-06-30,Giovanni Meregalli,Senior,Serie C,Third Tier,True,0.8,
Mestre,1980-06-30,Giovanni Pellegrini,Senior,Serie C,Third Tier,False,0.0,
Varese,1979-02-19,Giovanni Galeati,Senior,Serie A,1,True,0.8,
Messina,1977-06-30,Giovanni Meregalli,Senior,Serie C,Third Tier,True,0.8,
Messina,1977-01-03,Giovanni Invernizzi,Senior,Serie C,Third Tier,True,0.8,
AS Livorno,2014-01-21,Enrico Cucchi,Senior,Serie B,2,True,0.8,
AS Livorno,2012-06-06,Giancarlo Findoro,Senior,Serie B,2,True,0.8,
AS Livorno,2012-05-07,Giancarlo Findoro,Senior,Serie B,2,True,0.8,
Piacenza,2009-12-29,Giancarlo Camolelli,Senior,Serie B,2,True,0.8,
Piacenza,2009-07-03,Giovanni Bucaro,Senior,Serie B,2,True,0.8,
Genoa,2006-04-28,"Atkinson, Peter",Senior,Serie A,1,True,0.8,
AS Livorno,2006-03-07,Davide Nicola,Senior,Serie A,1,True,0.8,
Empoli,2004-06-30,Pierluigi Crippa,Senior,Serie A,1,True,0.8,
Bari,2002-12-29,Giuseppe Papadopulo,Senior,Serie A,1,True,0.8,
Hellas Verona,2001-06-30,Ezio Galadini,Senior,Serie A,1,True,0.8,
Ravenna,2000-06-30,Giovanni Boschin,Senior,Serie C1,Third Tier,True,0.8,
Reggiana,1999-03-06,Giovanni Boschin,Senior,Serie B,2,True,0.8,
Hellas Verona,1996-06-30,Osvaldo Bagnoli,Senior,Serie A,1,False,0.0,
Ancona,1995-05-15,Giuseppe Papadopulo,Senior,Serie C1,Third Tier,True,0.8,
Andria,1994-06-30,Giovanni Varglien,Senior,Serie C1,Third Tier,True,0.8,
Triestina,1993-05-24,Giovanni Pellegrini,Senior,Serie C1,3,True,0.8,
Cesena,1992-06-30,Giuseppe Catanese,Senior,Serie B,2,True,0.8,
AC Siena,1991-06-30,Ferruccio Mazzola,Senior,Serie C1,Third Tier,False,0.0,
Piacenza,1989-06-30,Giancarlo Cadè,Senior,Serie C1,Third Tier,True,0.8,
Genoa,1989-06-30,Luca Barzagli,Senior,Serie A,1,True,0.8,
Genoa U19,1988-01-25,Luigi Radice,Youth,Italian Youth Championship,Youth,False,0.0,
Genoa,1987-06-30,Luca Barzagli,Senior,Serie A,1,True,0.8,
Genoa CFC Youth,1986-05-12,Luca Barzagli,Youth,Italian Youth League,Youth,False,0.0,
CSKA Sofia,2001-06-01,Dimitar Dimitrov,Senior,Bulgarian First League,1,True,0.8,
CSKA Sofia,2000-12-20,Dimitar Dimitrov,Senior,Bulgarian First League,1,True,0.8,
Como,1997-12-01,Giulio Conti,Senior,Serie B,2,True,0.8,
Pistoiese,1997-06-30,Giovanni Galeone,Senior,Serie C1,Third Tier,True,0.8,
